dataset,epoch,question_type,question_class_size,model,loss_function,train_loss,train_acc,test_acc
Cifar10,252,Which_one,9,MLP,MAE_LOSS,0.424547402,0.79346,0.5252
Cifar10,253,Which_one,9,MLP,MAE_LOSS,0.423737,0.7954,0.5251
Cifar10,254,Which_one,9,MLP,MAE_LOSS,0.419000014,0.7896,0.5239
Cifar10,255,Which_one,9,MLP,MAE_LOSS,0.430038082,0.79138,0.5282
Cifar10,256,Which_one,9,MLP,MAE_LOSS,0.432724046,0.78828,0.5231
Cifar10,257,Which_one,9,MLP,MAE_LOSS,0.422725859,0.79566,0.5273
Cifar10,258,Which_one,9,MLP,MAE_LOSS,0.433342982,0.79604,0.5274
Cifar10,259,Which_one,9,MLP,MAE_LOSS,0.428207325,0.78472,0.5241
Cifar10,260,Which_one,9,MLP,MAE_LOSS,0.431905716,0.80014,0.5253
Cifar10,261,Which_one,9,MLP,MAE_LOSS,0.43454632,0.79532,0.52
Cifar10,262,Which_one,9,MLP,MAE_LOSS,0.418472751,0.79836,0.525
Cifar10,263,Which_one,9,MLP,MAE_LOSS,0.429160955,0.80032,0.525
Cifar10,264,Which_one,9,MLP,MAE_LOSS,0.422834679,0.79988,0.5297
Cifar10,265,Which_one,9,MLP,MAE_LOSS,0.424984455,0.78278,0.5212
Cifar10,266,Which_one,9,MLP,MAE_LOSS,0.426577997,0.79826,0.5258
Cifar10,267,Which_one,9,MLP,MAE_LOSS,0.42143861,0.79448,0.5172
Cifar10,268,Which_one,9,MLP,MAE_LOSS,0.42344633,0.79802,0.5253
Cifar10,269,Which_one,9,MLP,MAE_LOSS,0.434928883,0.80158,0.5294
Cifar10,270,Which_one,9,MLP,MAE_LOSS,0.435845708,0.79336,0.529
Cifar10,271,Which_one,9,MLP,MAE_LOSS,0.426337338,0.7933,0.5211
Cifar10,272,Which_one,9,MLP,MAE_LOSS,0.42415884,0.7873,0.5181
Cifar10,273,Which_one,9,MLP,MAE_LOSS,0.426602929,0.78538,0.5231
Cifar10,274,Which_one,9,MLP,MAE_LOSS,0.439953151,0.78492,0.5198
Cifar10,275,Which_one,9,MLP,MAE_LOSS,0.426765596,0.7992,0.5275
Cifar10,276,Which_one,9,MLP,MAE_LOSS,0.422338903,0.80052,0.5267
Cifar10,277,Which_one,9,MLP,MAE_LOSS,0.424165343,0.79874,0.5281
Cifar10,278,Which_one,9,MLP,MAE_LOSS,0.427874061,0.78522,0.5176
Cifar10,279,Which_one,9,MLP,MAE_LOSS,0.415632828,0.80542,0.5265
Cifar10,280,Which_one,9,MLP,MAE_LOSS,0.409389009,0.787,0.5232
Cifar10,281,Which_one,9,MLP,MAE_LOSS,0.429426593,0.80292,0.527
Cifar10,282,Which_one,9,MLP,MAE_LOSS,0.437829772,0.78612,0.516
Cifar10,283,Which_one,9,MLP,MAE_LOSS,0.437656398,0.78746,0.528
Cifar10,284,Which_one,9,MLP,MAE_LOSS,0.424811816,0.79354,0.5256
Cifar10,285,Which_one,9,MLP,MAE_LOSS,0.414652324,0.8103,0.531
Cifar10,286,Which_one,9,MLP,MAE_LOSS,0.423833623,0.79538,0.5248
Cifar10,287,Which_one,9,MLP,MAE_LOSS,0.43671228,0.78734,0.5201
Cifar10,288,Which_one,9,MLP,MAE_LOSS,0.429008109,0.79602,0.5201
Cifar10,289,Which_one,9,MLP,MAE_LOSS,0.426026308,0.7979,0.525
Cifar10,290,Which_one,9,MLP,MAE_LOSS,0.414756661,0.80454,0.5292
Cifar10,291,Which_one,9,MLP,MAE_LOSS,0.422173134,0.80092,0.525
Cifar10,292,Which_one,9,MLP,MAE_LOSS,0.425890012,0.80326,0.5285
Cifar10,293,Which_one,9,MLP,MAE_LOSS,0.432663862,0.79734,0.5228
Cifar10,294,Which_one,9,MLP,MAE_LOSS,0.427537187,0.79406,0.5233
Cifar10,295,Which_one,9,MLP,MAE_LOSS,0.407669479,0.79422,0.5245
Cifar10,296,Which_one,9,MLP,MAE_LOSS,0.417768521,0.80686,0.5259
Cifar10,297,Which_one,9,MLP,MAE_LOSS,0.422031245,0.80942,0.5258
Cifar10,298,Which_one,9,MLP,MAE_LOSS,0.422609092,0.78262,0.5199
Cifar10,299,Which_one,9,MLP,MAE_LOSS,0.430177253,0.79968,0.5208
Cifar10,300,Which_one,9,MLP,MAE_LOSS,0.421188876,0.80252,0.5234
Cifar10,1,Is_in,1,MLP,MAE_LOSS,3.349921219,0.24846,0.2474
Cifar10,2,Is_in,1,MLP,MAE_LOSS,2.797346465,0.26378,0.2623
Cifar10,3,Is_in,1,MLP,MAE_LOSS,1.989311842,0.24436,0.2489
Cifar10,4,Is_in,1,MLP,MAE_LOSS,0.498046651,0.28864,0.284
Cifar10,5,Is_in,1,MLP,MAE_LOSS,-1.373415889,0.28828,0.289
Cifar10,6,Is_in,1,MLP,MAE_LOSS,-4.663813916,0.29596,0.2982
Cifar10,7,Is_in,1,MLP,MAE_LOSS,-10.38677682,0.26366,0.2587
Cifar10,8,Is_in,1,MLP,MAE_LOSS,-23.75605475,0.30112,0.3004
Cifar10,9,Is_in,1,MLP,MAE_LOSS,-39.83732522,0.27138,0.2705
Cifar10,10,Is_in,1,MLP,MAE_LOSS,-67.16286438,0.30122,0.3018
Cifar10,11,Is_in,1,MLP,MAE_LOSS,-105.3209708,0.30652,0.3066
Cifar10,12,Is_in,1,MLP,MAE_LOSS,-152.2965144,0.30792,0.3064
Cifar10,13,Is_in,1,MLP,MAE_LOSS,-203.8818194,0.30038,0.3006
Cifar10,14,Is_in,1,MLP,MAE_LOSS,-267.1309837,0.29484,0.2949
Cifar10,15,Is_in,1,MLP,MAE_LOSS,-352.1594144,0.29976,0.3026
Cifar10,16,Is_in,1,MLP,MAE_LOSS,-437.9414394,0.30544,0.3065
Cifar10,17,Is_in,1,MLP,MAE_LOSS,-533.4127121,0.30272,0.3037
Cifar10,18,Is_in,1,MLP,MAE_LOSS,-637.000906,0.30896,0.3119
Cifar10,19,Is_in,1,MLP,MAE_LOSS,-756.0647547,0.29522,0.2933
Cifar10,20,Is_in,1,MLP,MAE_LOSS,-891.744628,0.29516,0.2984
Cifar10,21,Is_in,1,MLP,MAE_LOSS,-1024.995738,0.294,0.2902
Cifar10,22,Is_in,1,MLP,MAE_LOSS,-1167.991894,0.29884,0.2944
Cifar10,23,Is_in,1,MLP,MAE_LOSS,-1313.701513,0.3025,0.304
Cifar10,24,Is_in,1,MLP,MAE_LOSS,-1484.427471,0.29504,0.2954
Cifar10,25,Is_in,1,MLP,MAE_LOSS,-1660.056033,0.29914,0.2987
Cifar10,26,Is_in,1,MLP,MAE_LOSS,-1838.635518,0.294,0.2943
Cifar10,27,Is_in,1,MLP,MAE_LOSS,-2039.770349,0.30108,0.2998
Cifar10,28,Is_in,1,MLP,MAE_LOSS,-2205.440384,0.29582,0.2963
Cifar10,29,Is_in,1,MLP,MAE_LOSS,-2432.128676,0.29856,0.2987
Cifar10,30,Is_in,1,MLP,MAE_LOSS,-2635.83227,0.30066,0.2995
Cifar10,31,Is_in,1,MLP,MAE_LOSS,-2852.944433,0.3007,0.3003
Cifar10,32,Is_in,1,MLP,MAE_LOSS,-3093.699507,0.2985,0.3009
Cifar10,33,Is_in,1,MLP,MAE_LOSS,-3312.100606,0.2978,0.2973
Cifar10,34,Is_in,1,MLP,MAE_LOSS,-3546.025992,0.29554,0.295
Cifar10,35,Is_in,1,MLP,MAE_LOSS,-3810.571171,0.29572,0.3005
Cifar10,36,Is_in,1,MLP,MAE_LOSS,-4092.095873,0.30198,0.2997
Cifar10,37,Is_in,1,MLP,MAE_LOSS,-4337.274055,0.29592,0.2983
Cifar10,38,Is_in,1,MLP,MAE_LOSS,-4610.320257,0.29886,0.2978
Cifar10,39,Is_in,1,MLP,MAE_LOSS,-4860.896668,0.30146,0.3014
Cifar10,40,Is_in,1,MLP,MAE_LOSS,-5169.811821,0.29744,0.3003
Cifar10,41,Is_in,1,MLP,MAE_LOSS,-5459.76118,0.29494,0.2944
Cifar10,42,Is_in,1,MLP,MAE_LOSS,-5784.487534,0.29444,0.295
Cifar10,43,Is_in,1,MLP,MAE_LOSS,-6079.949999,0.29606,0.295
Cifar10,44,Is_in,1,MLP,MAE_LOSS,-6387.976621,0.29746,0.2973
Cifar10,45,Is_in,1,MLP,MAE_LOSS,-6688.76963,0.29836,0.2978
Cifar10,46,Is_in,1,MLP,MAE_LOSS,-6997.28297,0.29838,0.2979
Cifar10,47,Is_in,1,MLP,MAE_LOSS,-7347.100354,0.2981,0.2991
Cifar10,48,Is_in,1,MLP,MAE_LOSS,-7717.256963,0.29992,0.2992
Cifar10,49,Is_in,1,MLP,MAE_LOSS,-8040.753642,0.29298,0.295
Cifar10,50,Is_in,1,MLP,MAE_LOSS,-8372.811717,0.29302,0.2918
Cifar10,51,Is_in,1,MLP,MAE_LOSS,-8747.368295,0.30018,0.2981
Cifar10,52,Is_in,1,MLP,MAE_LOSS,-9088.465078,0.29808,0.2986
Cifar10,53,Is_in,1,MLP,MAE_LOSS,-9467.800381,0.29696,0.2978
Cifar10,54,Is_in,1,MLP,MAE_LOSS,-9861.995219,0.29808,0.2976
Cifar10,55,Is_in,1,MLP,MAE_LOSS,-10260.44199,0.29742,0.2931
Cifar10,56,Is_in,1,MLP,MAE_LOSS,-10615.40808,0.298,0.2989
Cifar10,57,Is_in,1,MLP,MAE_LOSS,-10999.34605,0.2971,0.2964
Cifar10,58,Is_in,1,MLP,MAE_LOSS,-11430.13495,0.29588,0.2975
Cifar10,59,Is_in,1,MLP,MAE_LOSS,-11855.37047,0.29662,0.2955
Cifar10,60,Is_in,1,MLP,MAE_LOSS,-12249.34525,0.29728,0.295
Cifar10,61,Is_in,1,MLP,MAE_LOSS,-12688.08041,0.29642,0.2953
Cifar10,62,Is_in,1,MLP,MAE_LOSS,-13105.00552,0.29656,0.2959
Cifar10,63,Is_in,1,MLP,MAE_LOSS,-13526.21463,0.29762,0.2982
Cifar10,64,Is_in,1,MLP,MAE_LOSS,-14025.99157,0.29624,0.294
Cifar10,65,Is_in,1,MLP,MAE_LOSS,-14414.06386,0.29628,0.2956
Cifar10,66,Is_in,1,MLP,MAE_LOSS,-14923.93844,0.2974,0.2973
Cifar10,67,Is_in,1,MLP,MAE_LOSS,-15308.03437,0.2976,0.2956
Cifar10,68,Is_in,1,MLP,MAE_LOSS,-15789.38127,0.29948,0.2968
Cifar10,69,Is_in,1,MLP,MAE_LOSS,-16282.28128,0.2967,0.2976
Cifar10,70,Is_in,1,MLP,MAE_LOSS,-16793.09021,0.29748,0.2933
Cifar10,71,Is_in,1,MLP,MAE_LOSS,-17246.57707,0.29604,0.2957
Cifar10,72,Is_in,1,MLP,MAE_LOSS,-17682.39018,0.29812,0.2961
Cifar10,73,Is_in,1,MLP,MAE_LOSS,-18150.97202,0.29564,0.2932
Cifar10,74,Is_in,1,MLP,MAE_LOSS,-18695.13325,0.29638,0.2955
Cifar10,75,Is_in,1,MLP,MAE_LOSS,-19142.52137,0.29414,0.2923
Cifar10,76,Is_in,1,MLP,MAE_LOSS,-19728.82865,0.2958,0.2953
Cifar10,77,Is_in,1,MLP,MAE_LOSS,-20173.2514,0.29854,0.2967
Cifar10,78,Is_in,1,MLP,MAE_LOSS,-20821.02668,0.2945,0.2925
Cifar10,79,Is_in,1,MLP,MAE_LOSS,-21274.95226,0.29744,0.2975
Cifar10,80,Is_in,1,MLP,MAE_LOSS,-21813.19389,0.29644,0.2948
Cifar10,81,Is_in,1,MLP,MAE_LOSS,-22335.8036,0.29654,0.2961
Cifar10,82,Is_in,1,MLP,MAE_LOSS,-22909.14909,0.29768,0.2958
Cifar10,83,Is_in,1,MLP,MAE_LOSS,-23573.20158,0.29826,0.297
Cifar10,84,Is_in,1,MLP,MAE_LOSS,-24074.56861,0.29606,0.2951
Cifar10,85,Is_in,1,MLP,MAE_LOSS,-24650.05827,0.29522,0.293
Cifar10,86,Is_in,1,MLP,MAE_LOSS,-25129.5805,0.29642,0.2949
Cifar10,87,Is_in,1,MLP,MAE_LOSS,-25713.53729,0.29798,0.2944
Cifar10,88,Is_in,1,MLP,MAE_LOSS,-26355.27281,0.29896,0.2969
Cifar10,89,Is_in,1,MLP,MAE_LOSS,-26992.28714,0.29634,0.2933
Cifar10,90,Is_in,1,MLP,MAE_LOSS,-27374.86747,0.29584,0.2952
Cifar10,91,Is_in,1,MLP,MAE_LOSS,-28072.34478,0.29448,0.2922
Cifar10,92,Is_in,1,MLP,MAE_LOSS,-28804.47639,0.29692,0.2964
Cifar10,93,Is_in,1,MLP,MAE_LOSS,-29344.73061,0.29784,0.2954
Cifar10,94,Is_in,1,MLP,MAE_LOSS,-29869.73877,0.29464,0.294
Cifar10,95,Is_in,1,MLP,MAE_LOSS,-30462.71882,0.29446,0.2944
Cifar10,96,Is_in,1,MLP,MAE_LOSS,-31158.40576,0.29546,0.2955
Cifar10,97,Is_in,1,MLP,MAE_LOSS,-31831.94523,0.29718,0.2944
Cifar10,98,Is_in,1,MLP,MAE_LOSS,-32568.23886,0.2935,0.2937
Cifar10,99,Is_in,1,MLP,MAE_LOSS,-33181.42782,0.29768,0.294
Cifar10,100,Is_in,1,MLP,MAE_LOSS,-33725.66294,0.29548,0.2954
Cifar10,101,Is_in,1,MLP,MAE_LOSS,-34503.39396,0.29626,0.2934
Cifar10,102,Is_in,1,MLP,MAE_LOSS,-35033.48388,0.29518,0.2944
Cifar10,103,Is_in,1,MLP,MAE_LOSS,-35834.2388,0.29622,0.2939
Cifar10,104,Is_in,1,MLP,MAE_LOSS,-36351.08043,0.2982,0.2944
Cifar10,105,Is_in,1,MLP,MAE_LOSS,-37185.6516,0.29774,0.296
Cifar10,106,Is_in,1,MLP,MAE_LOSS,-37734.39426,0.29604,0.2943
Cifar10,107,Is_in,1,MLP,MAE_LOSS,-38542.391,0.29368,0.2936
Cifar10,108,Is_in,1,MLP,MAE_LOSS,-39274.82279,0.29566,0.295
Cifar10,109,Is_in,1,MLP,MAE_LOSS,-40083.98786,0.29784,0.2957
Cifar10,110,Is_in,1,MLP,MAE_LOSS,-40654.33113,0.29948,0.294
Cifar10,111,Is_in,1,MLP,MAE_LOSS,-41394.55677,0.29628,0.2931
Cifar10,112,Is_in,1,MLP,MAE_LOSS,-42134.35354,0.29626,0.2931
Cifar10,113,Is_in,1,MLP,MAE_LOSS,-42696.94779,0.29742,0.294
Cifar10,114,Is_in,1,MLP,MAE_LOSS,-43454.36503,0.29568,0.2944
Cifar10,115,Is_in,1,MLP,MAE_LOSS,-44549.86006,0.29712,0.2954
Cifar10,116,Is_in,1,MLP,MAE_LOSS,-45230.66607,0.29406,0.2928
Cifar10,117,Is_in,1,MLP,MAE_LOSS,-45630.10409,0.296,0.294
Cifar10,118,Is_in,1,MLP,MAE_LOSS,-46856.69798,0.2972,0.2944
Cifar10,119,Is_in,1,MLP,MAE_LOSS,-47175.09124,0.29636,0.2937
Cifar10,120,Is_in,1,MLP,MAE_LOSS,-48314.09554,0.29634,0.2951
Cifar10,121,Is_in,1,MLP,MAE_LOSS,-48906.92455,0.29478,0.2921
Cifar10,122,Is_in,1,MLP,MAE_LOSS,-49821.02158,0.2979,0.294
Cifar10,123,Is_in,1,MLP,MAE_LOSS,-50718.63876,0.29572,0.2943
Cifar10,124,Is_in,1,MLP,MAE_LOSS,-51379.9086,0.29576,0.2934
Cifar10,125,Is_in,1,MLP,MAE_LOSS,-51996.96593,0.29592,0.2941
Cifar10,126,Is_in,1,MLP,MAE_LOSS,-52883.04657,0.29496,0.2946
Cifar10,127,Is_in,1,MLP,MAE_LOSS,-53453.52547,0.29642,0.2954
Cifar10,128,Is_in,1,MLP,MAE_LOSS,-54443.89645,0.29704,0.2945
Cifar10,129,Is_in,1,MLP,MAE_LOSS,-55326.04376,0.29682,0.2939
Cifar10,130,Is_in,1,MLP,MAE_LOSS,-56093.79531,0.29742,0.296
Cifar10,131,Is_in,1,MLP,MAE_LOSS,-57098.78563,0.29518,0.2935
Cifar10,132,Is_in,1,MLP,MAE_LOSS,-57674.67237,0.29622,0.2934
Cifar10,133,Is_in,1,MLP,MAE_LOSS,-58859.58616,0.29566,0.2936
Cifar10,134,Is_in,1,MLP,MAE_LOSS,-59405.05404,0.2972,0.2939
Cifar10,135,Is_in,1,MLP,MAE_LOSS,-60161.90732,0.29628,0.294
Cifar10,136,Is_in,1,MLP,MAE_LOSS,-61126.10894,0.29556,0.2937
Cifar10,137,Is_in,1,MLP,MAE_LOSS,-61992.47543,0.29668,0.2935
Cifar10,138,Is_in,1,MLP,MAE_LOSS,-63107.51873,0.29738,0.2947
Cifar10,139,Is_in,1,MLP,MAE_LOSS,-63874.84307,0.29618,0.2941
Cifar10,140,Is_in,1,MLP,MAE_LOSS,-65187.05994,0.29774,0.2945
Cifar10,141,Is_in,1,MLP,MAE_LOSS,-65604.80264,0.2969,0.2938
Cifar10,142,Is_in,1,MLP,MAE_LOSS,-66514.60733,0.2969,0.2929
Cifar10,143,Is_in,1,MLP,MAE_LOSS,-67479.86363,0.29654,0.2939
Cifar10,144,Is_in,1,MLP,MAE_LOSS,-68470.03997,0.29676,0.2938
Cifar10,145,Is_in,1,MLP,MAE_LOSS,-69285.36405,0.29648,0.2938
Cifar10,146,Is_in,1,MLP,MAE_LOSS,-70059.06214,0.2966,0.2956
Cifar10,147,Is_in,1,MLP,MAE_LOSS,-71110.77501,0.29472,0.2939
Cifar10,148,Is_in,1,MLP,MAE_LOSS,-72251.92407,0.29434,0.2932
Cifar10,149,Is_in,1,MLP,MAE_LOSS,-73204.01375,0.2962,0.2935
Cifar10,150,Is_in,1,MLP,MAE_LOSS,-73885.26592,0.29562,0.2939
Cifar10,151,Is_in,1,MLP,MAE_LOSS,-74956.99328,0.29492,0.2927
Cifar10,152,Is_in,1,MLP,MAE_LOSS,-75935.8809,0.29734,0.2953
Cifar10,153,Is_in,1,MLP,MAE_LOSS,-76586.45281,0.29594,0.2927
Cifar10,154,Is_in,1,MLP,MAE_LOSS,-77888.06991,0.29664,0.2945
Cifar10,155,Is_in,1,MLP,MAE_LOSS,-78469.06878,0.29774,0.295
Cifar10,156,Is_in,1,MLP,MAE_LOSS,-79845.31592,0.29626,0.2938
Cifar10,157,Is_in,1,MLP,MAE_LOSS,-80679.36619,0.29726,0.2945
Cifar10,158,Is_in,1,MLP,MAE_LOSS,-81723.98238,0.2979,0.2941
Cifar10,159,Is_in,1,MLP,MAE_LOSS,-82697.04547,0.2964,0.2949
Cifar10,160,Is_in,1,MLP,MAE_LOSS,-84051.87281,0.29646,0.2945
Cifar10,161,Is_in,1,MLP,MAE_LOSS,-84640.53221,0.2949,0.2933
Cifar10,162,Is_in,1,MLP,MAE_LOSS,-85499.6264,0.29728,0.2949
Cifar10,163,Is_in,1,MLP,MAE_LOSS,-86516.77693,0.29692,0.2931
Cifar10,164,Is_in,1,MLP,MAE_LOSS,-87783.57543,0.29542,0.2924
Cifar10,165,Is_in,1,MLP,MAE_LOSS,-88770.56965,0.2976,0.2945
Cifar10,166,Is_in,1,MLP,MAE_LOSS,-89941.016,0.2974,0.2955
Cifar10,167,Is_in,1,MLP,MAE_LOSS,-90877.7096,0.29604,0.2948
Cifar10,168,Is_in,1,MLP,MAE_LOSS,-92026.70878,0.29804,0.2954
Cifar10,169,Is_in,1,MLP,MAE_LOSS,-93003.92468,0.29686,0.2931
Cifar10,170,Is_in,1,MLP,MAE_LOSS,-94039.92116,0.29654,0.2938
Cifar10,171,Is_in,1,MLP,MAE_LOSS,-95039.98907,0.29696,0.2932
Cifar10,172,Is_in,1,MLP,MAE_LOSS,-95783.29289,0.29724,0.2937
Cifar10,173,Is_in,1,MLP,MAE_LOSS,-97185.64323,0.29622,0.2946
Cifar10,174,Is_in,1,MLP,MAE_LOSS,-97907.46206,0.29696,0.2936
Cifar10,175,Is_in,1,MLP,MAE_LOSS,-99425.13281,0.29654,0.2941
Cifar10,176,Is_in,1,MLP,MAE_LOSS,-100793.1537,0.29556,0.2939
Cifar10,177,Is_in,1,MLP,MAE_LOSS,-101790.7882,0.29508,0.2924
Cifar10,178,Is_in,1,MLP,MAE_LOSS,-102655.8992,0.29702,0.2937
Cifar10,179,Is_in,1,MLP,MAE_LOSS,-103888.1848,0.29618,0.2941
Cifar10,180,Is_in,1,MLP,MAE_LOSS,-105241.5191,0.29634,0.294
Cifar10,181,Is_in,1,MLP,MAE_LOSS,-106275.0284,0.29674,0.2936
Cifar10,182,Is_in,1,MLP,MAE_LOSS,-107197.8009,0.29658,0.2933
Cifar10,183,Is_in,1,MLP,MAE_LOSS,-108465.3717,0.29694,0.2947
Cifar10,184,Is_in,1,MLP,MAE_LOSS,-109855.7699,0.29754,0.2936
Cifar10,185,Is_in,1,MLP,MAE_LOSS,-110344.0032,0.29628,0.2945
Cifar10,186,Is_in,1,MLP,MAE_LOSS,-111527.263,0.29512,0.2945
Cifar10,187,Is_in,1,MLP,MAE_LOSS,-113456.9589,0.29498,0.2936
Cifar10,188,Is_in,1,MLP,MAE_LOSS,-114097.5991,0.29646,0.2931
Cifar10,189,Is_in,1,MLP,MAE_LOSS,-115518.2273,0.29552,0.293
Cifar10,190,Is_in,1,MLP,MAE_LOSS,-116492.7275,0.29592,0.2937
Cifar10,191,Is_in,1,MLP,MAE_LOSS,-117851.3996,0.29608,0.2933
Cifar10,192,Is_in,1,MLP,MAE_LOSS,-119349.878,0.29696,0.2939
Cifar10,193,Is_in,1,MLP,MAE_LOSS,-120248.7075,0.2954,0.292
Cifar10,194,Is_in,1,MLP,MAE_LOSS,-121355.507,0.29522,0.2927
Cifar10,195,Is_in,1,MLP,MAE_LOSS,-122546.5503,0.29628,0.2932
Cifar10,196,Is_in,1,MLP,MAE_LOSS,-124163.9129,0.29634,0.2937
Cifar10,197,Is_in,1,MLP,MAE_LOSS,-124912.0921,0.29816,0.2938
Cifar10,198,Is_in,1,MLP,MAE_LOSS,-126117.4478,0.2976,0.2932
Cifar10,199,Is_in,1,MLP,MAE_LOSS,-127525.7531,0.29634,0.293
Cifar10,200,Is_in,1,MLP,MAE_LOSS,-129057.1186,0.2963,0.2934
Cifar10,201,Is_in,1,MLP,MAE_LOSS,-130098.8119,0.29618,0.2949
Cifar10,202,Is_in,1,MLP,MAE_LOSS,-131087.1444,0.2981,0.2943
Cifar10,203,Is_in,1,MLP,MAE_LOSS,-132629.3959,0.29636,0.2948
Cifar10,204,Is_in,1,MLP,MAE_LOSS,-133805.3114,0.2977,0.2938
Cifar10,205,Is_in,1,MLP,MAE_LOSS,-135572.8394,0.29636,0.2932
Cifar10,206,Is_in,1,MLP,MAE_LOSS,-137233.349,0.29666,0.2938
Cifar10,207,Is_in,1,MLP,MAE_LOSS,-138482.2607,0.29682,0.2945
Cifar10,208,Is_in,1,MLP,MAE_LOSS,-138696.584,0.29576,0.2936
Cifar10,209,Is_in,1,MLP,MAE_LOSS,-139969.3554,0.29562,0.2929
Cifar10,210,Is_in,1,MLP,MAE_LOSS,-141186.6503,0.29616,0.2938
Cifar10,211,Is_in,1,MLP,MAE_LOSS,-142813.0331,0.29574,0.2923
Cifar10,212,Is_in,1,MLP,MAE_LOSS,-143756.2936,0.29582,0.2925
Cifar10,213,Is_in,1,MLP,MAE_LOSS,-144823.7578,0.29586,0.2933
Cifar10,214,Is_in,1,MLP,MAE_LOSS,-146210.6328,0.29646,0.2943
Cifar10,215,Is_in,1,MLP,MAE_LOSS,-147951.0249,0.29672,0.2937
Cifar10,216,Is_in,1,MLP,MAE_LOSS,-148775.3833,0.29664,0.2947
Cifar10,217,Is_in,1,MLP,MAE_LOSS,-151016.6176,0.2948,0.2934
Cifar10,218,Is_in,1,MLP,MAE_LOSS,-152422.9665,0.2978,0.2944
Cifar10,219,Is_in,1,MLP,MAE_LOSS,-152993.0594,0.29718,0.2942
Cifar10,220,Is_in,1,MLP,MAE_LOSS,-154585.0944,0.29668,0.2937
Cifar10,221,Is_in,1,MLP,MAE_LOSS,-155977.1705,0.29578,0.2935
Cifar10,222,Is_in,1,MLP,MAE_LOSS,-157452.3372,0.2965,0.2938
Cifar10,223,Is_in,1,MLP,MAE_LOSS,-159134.8039,0.29594,0.2936
Cifar10,224,Is_in,1,MLP,MAE_LOSS,-160268.4676,0.29606,0.2933
Cifar10,225,Is_in,1,MLP,MAE_LOSS,-161692.4968,0.29524,0.2943
Cifar10,226,Is_in,1,MLP,MAE_LOSS,-162959.3363,0.29662,0.2931
Cifar10,227,Is_in,1,MLP,MAE_LOSS,-163810.985,0.29694,0.2941
Cifar10,228,Is_in,1,MLP,MAE_LOSS,-165447.0009,0.29628,0.2926
Cifar10,229,Is_in,1,MLP,MAE_LOSS,-166867.648,0.2978,0.2941
Cifar10,230,Is_in,1,MLP,MAE_LOSS,-168548.8176,0.29644,0.2941
Cifar10,231,Is_in,1,MLP,MAE_LOSS,-169798.9415,0.29784,0.2936
Cifar10,232,Is_in,1,MLP,MAE_LOSS,-170930.83,0.29648,0.2934
Cifar10,233,Is_in,1,MLP,MAE_LOSS,-172523.642,0.29616,0.293
Cifar10,234,Is_in,1,MLP,MAE_LOSS,-174054.9181,0.29638,0.2936
Cifar10,235,Is_in,1,MLP,MAE_LOSS,-175789.7364,0.29696,0.294
Cifar10,236,Is_in,1,MLP,MAE_LOSS,-177197.9628,0.29674,0.2942
Cifar10,237,Is_in,1,MLP,MAE_LOSS,-178553.8682,0.29672,0.2937
Cifar10,238,Is_in,1,MLP,MAE_LOSS,-180424.4147,0.2978,0.294
Cifar10,239,Is_in,1,MLP,MAE_LOSS,-180956.4567,0.29724,0.2937
Cifar10,240,Is_in,1,MLP,MAE_LOSS,-183717.9468,0.29568,0.2938
Cifar10,241,Is_in,1,MLP,MAE_LOSS,-184443.5373,0.29686,0.2938
Cifar10,242,Is_in,1,MLP,MAE_LOSS,-186711.0246,0.29626,0.293
Cifar10,243,Is_in,1,MLP,MAE_LOSS,-187525.887,0.29594,0.2924
Cifar10,244,Is_in,1,MLP,MAE_LOSS,-189111.7881,0.2954,0.294
Cifar10,245,Is_in,1,MLP,MAE_LOSS,-190648.4742,0.2963,0.2951
Cifar10,246,Is_in,1,MLP,MAE_LOSS,-191961.5625,0.2964,0.2943
Cifar10,247,Is_in,1,MLP,MAE_LOSS,-193765.6965,0.2944,0.2924
Cifar10,248,Is_in,1,MLP,MAE_LOSS,-195401.4255,0.29606,0.295
Cifar10,249,Is_in,1,MLP,MAE_LOSS,-195848.4458,0.29608,0.2938
Cifar10,250,Is_in,1,MLP,MAE_LOSS,-198093.8381,0.2948,0.292
Cifar10,251,Is_in,1,MLP,MAE_LOSS,-199564.5662,0.2956,0.2944
Cifar10,252,Is_in,1,MLP,MAE_LOSS,-201115.6003,0.29658,0.2945
Cifar10,253,Is_in,1,MLP,MAE_LOSS,-202480.196,0.29664,0.2938
Cifar10,254,Is_in,1,MLP,MAE_LOSS,-204553.0672,0.29668,0.2941
Cifar10,255,Is_in,1,MLP,MAE_LOSS,-205505.8454,0.29756,0.2938
Cifar10,256,Is_in,1,MLP,MAE_LOSS,-207471.5444,0.2955,0.2933
Cifar10,257,Is_in,1,MLP,MAE_LOSS,-208407.2566,0.29622,0.2936
Cifar10,258,Is_in,1,MLP,MAE_LOSS,-210860.5359,0.29606,0.2936
Cifar10,259,Is_in,1,MLP,MAE_LOSS,-212271.2777,0.29582,0.2921
Cifar10,260,Is_in,1,MLP,MAE_LOSS,-213792.4505,0.29714,0.2943
Cifar10,261,Is_in,1,MLP,MAE_LOSS,-216575.9261,0.29554,0.2935
Cifar10,262,Is_in,1,MLP,MAE_LOSS,-217456.6226,0.2947,0.2941
Cifar10,263,Is_in,1,MLP,MAE_LOSS,-218983.9274,0.29524,0.2931
