dataset,epoch,question_type,question_class_size,model,loss_function,train_loss,train_acc,test_acc
Cifar10,297,Which_one,5,MLP,MAE_LOSS,0.410002843,0.68546,0.5078
Cifar10,298,Which_one,5,MLP,MAE_LOSS,0.397413317,0.6851,0.4959
Cifar10,299,Which_one,5,MLP,MAE_LOSS,0.402676723,0.68722,0.5019
Cifar10,300,Which_one,5,MLP,MAE_LOSS,0.406785828,0.6892,0.5007
Cifar10,1,Which_one,6,MLP,MAE_LOSS,1.335973985,0.38488,0.3803
Cifar10,2,Which_one,6,MLP,MAE_LOSS,1.209874883,0.40738,0.407
Cifar10,3,Which_one,6,MLP,MAE_LOSS,1.178562209,0.42232,0.4104
Cifar10,4,Which_one,6,MLP,MAE_LOSS,1.136346481,0.43316,0.4211
Cifar10,5,Which_one,6,MLP,MAE_LOSS,1.107598939,0.45146,0.4292
Cifar10,6,Which_one,6,MLP,MAE_LOSS,1.086332316,0.4552,0.434
Cifar10,7,Which_one,6,MLP,MAE_LOSS,1.056684156,0.46246,0.4372
Cifar10,8,Which_one,6,MLP,MAE_LOSS,1.038073574,0.48328,0.4519
Cifar10,9,Which_one,6,MLP,MAE_LOSS,1.024049846,0.4832,0.4461
Cifar10,10,Which_one,6,MLP,MAE_LOSS,1.006111304,0.49918,0.4606
Cifar10,11,Which_one,6,MLP,MAE_LOSS,0.999498107,0.50302,0.4625
Cifar10,12,Which_one,6,MLP,MAE_LOSS,0.962484048,0.50814,0.4642
Cifar10,13,Which_one,6,MLP,MAE_LOSS,0.953093703,0.51488,0.4645
Cifar10,14,Which_one,6,MLP,MAE_LOSS,0.943343757,0.5244,0.4659
Cifar10,15,Which_one,6,MLP,MAE_LOSS,0.935289854,0.50688,0.4582
Cifar10,16,Which_one,6,MLP,MAE_LOSS,0.924976351,0.5382,0.4805
Cifar10,17,Which_one,6,MLP,MAE_LOSS,0.905278447,0.54254,0.4759
Cifar10,18,Which_one,6,MLP,MAE_LOSS,0.893091981,0.52844,0.4709
Cifar10,19,Which_one,6,MLP,MAE_LOSS,0.8898281,0.5484,0.4774
Cifar10,20,Which_one,6,MLP,MAE_LOSS,0.87623794,0.55046,0.485
Cifar10,21,Which_one,6,MLP,MAE_LOSS,0.873472007,0.55164,0.4811
Cifar10,22,Which_one,6,MLP,MAE_LOSS,0.869207951,0.5478,0.4767
Cifar10,23,Which_one,6,MLP,MAE_LOSS,0.858587348,0.55356,0.474
Cifar10,24,Which_one,6,MLP,MAE_LOSS,0.846627795,0.55856,0.4754
Cifar10,25,Which_one,6,MLP,MAE_LOSS,0.830716427,0.55744,0.4782
Cifar10,26,Which_one,6,MLP,MAE_LOSS,0.851959323,0.57178,0.4858
Cifar10,27,Which_one,6,MLP,MAE_LOSS,0.815315671,0.57216,0.485
Cifar10,28,Which_one,6,MLP,MAE_LOSS,0.816131373,0.57176,0.4868
Cifar10,29,Which_one,6,MLP,MAE_LOSS,0.810661116,0.57634,0.4863
Cifar10,30,Which_one,6,MLP,MAE_LOSS,0.796954703,0.58252,0.4912
Cifar10,31,Which_one,6,MLP,MAE_LOSS,0.787551386,0.58666,0.4938
Cifar10,32,Which_one,6,MLP,MAE_LOSS,0.78324703,0.58784,0.4867
Cifar10,33,Which_one,6,MLP,MAE_LOSS,0.777476813,0.59206,0.4951
Cifar10,34,Which_one,6,MLP,MAE_LOSS,0.774975964,0.578,0.4936
Cifar10,35,Which_one,6,MLP,MAE_LOSS,0.776793176,0.578,0.4814
Cifar10,36,Which_one,6,MLP,MAE_LOSS,0.769502861,0.59904,0.4988
Cifar10,37,Which_one,6,MLP,MAE_LOSS,0.758056519,0.5942,0.489
Cifar10,38,Which_one,6,MLP,MAE_LOSS,0.748210512,0.59732,0.4888
Cifar10,39,Which_one,6,MLP,MAE_LOSS,0.747438856,0.59498,0.4949
Cifar10,40,Which_one,6,MLP,MAE_LOSS,0.742921122,0.59022,0.4873
Cifar10,41,Which_one,6,MLP,MAE_LOSS,0.734925009,0.60928,0.4947
Cifar10,42,Which_one,6,MLP,MAE_LOSS,0.741372278,0.59582,0.4962
Cifar10,43,Which_one,6,MLP,MAE_LOSS,0.725687665,0.61346,0.5
Cifar10,44,Which_one,6,MLP,MAE_LOSS,0.710399554,0.61224,0.5083
Cifar10,45,Which_one,6,MLP,MAE_LOSS,0.712004254,0.61924,0.503
Cifar10,46,Which_one,6,MLP,MAE_LOSS,0.706719473,0.6095,0.4899
Cifar10,47,Which_one,6,MLP,MAE_LOSS,0.693410871,0.61778,0.5029
Cifar10,48,Which_one,6,MLP,MAE_LOSS,0.693509569,0.61294,0.4976
Cifar10,49,Which_one,6,MLP,MAE_LOSS,0.694831136,0.61676,0.496
Cifar10,50,Which_one,6,MLP,MAE_LOSS,0.682895548,0.6181,0.4976
Cifar10,51,Which_one,6,MLP,MAE_LOSS,0.689206396,0.61988,0.5004
Cifar10,52,Which_one,6,MLP,MAE_LOSS,0.675557536,0.6286,0.5008
Cifar10,53,Which_one,6,MLP,MAE_LOSS,0.681381417,0.62634,0.504
Cifar10,54,Which_one,6,MLP,MAE_LOSS,0.66523463,0.62946,0.5039
Cifar10,55,Which_one,6,MLP,MAE_LOSS,0.664001288,0.62358,0.4936
Cifar10,56,Which_one,6,MLP,MAE_LOSS,0.660500322,0.63654,0.5068
Cifar10,57,Which_one,6,MLP,MAE_LOSS,0.664431306,0.63502,0.498
Cifar10,58,Which_one,6,MLP,MAE_LOSS,0.648754466,0.6369,0.4998
Cifar10,59,Which_one,6,MLP,MAE_LOSS,0.648521689,0.64368,0.5048
Cifar10,60,Which_one,6,MLP,MAE_LOSS,0.646931571,0.63276,0.4969
Cifar10,61,Which_one,6,MLP,MAE_LOSS,0.641849931,0.62126,0.496
Cifar10,62,Which_one,6,MLP,MAE_LOSS,0.651776807,0.64052,0.4971
Cifar10,63,Which_one,6,MLP,MAE_LOSS,0.631506799,0.6438,0.5005
Cifar10,64,Which_one,6,MLP,MAE_LOSS,0.630860224,0.63974,0.4987
Cifar10,65,Which_one,6,MLP,MAE_LOSS,0.637321115,0.63978,0.5052
Cifar10,66,Which_one,6,MLP,MAE_LOSS,0.629718499,0.65012,0.5062
Cifar10,67,Which_one,6,MLP,MAE_LOSS,0.628440801,0.6466,0.5028
Cifar10,68,Which_one,6,MLP,MAE_LOSS,0.626757105,0.62708,0.4959
Cifar10,69,Which_one,6,MLP,MAE_LOSS,0.618909721,0.65172,0.5017
Cifar10,70,Which_one,6,MLP,MAE_LOSS,0.615461635,0.63506,0.4963
Cifar10,71,Which_one,6,MLP,MAE_LOSS,0.614919747,0.6442,0.4946
Cifar10,72,Which_one,6,MLP,MAE_LOSS,0.61588426,0.6507,0.4995
Cifar10,73,Which_one,6,MLP,MAE_LOSS,0.599204103,0.65744,0.5102
Cifar10,74,Which_one,6,MLP,MAE_LOSS,0.610634577,0.65602,0.5043
Cifar10,75,Which_one,6,MLP,MAE_LOSS,0.593307804,0.65954,0.5075
Cifar10,76,Which_one,6,MLP,MAE_LOSS,0.602552249,0.65596,0.5039
Cifar10,77,Which_one,6,MLP,MAE_LOSS,0.596089493,0.65354,0.5052
Cifar10,78,Which_one,6,MLP,MAE_LOSS,0.580596156,0.6604,0.5057
Cifar10,79,Which_one,6,MLP,MAE_LOSS,0.59791341,0.66058,0.509
Cifar10,80,Which_one,6,MLP,MAE_LOSS,0.588997071,0.6475,0.5041
Cifar10,81,Which_one,6,MLP,MAE_LOSS,0.588230935,0.66214,0.5109
Cifar10,82,Which_one,6,MLP,MAE_LOSS,0.576975545,0.67214,0.5116
Cifar10,83,Which_one,6,MLP,MAE_LOSS,0.583978391,0.66634,0.5097
Cifar10,84,Which_one,6,MLP,MAE_LOSS,0.591341261,0.64828,0.5043
Cifar10,85,Which_one,6,MLP,MAE_LOSS,0.575152325,0.6726,0.509
Cifar10,86,Which_one,6,MLP,MAE_LOSS,0.578280319,0.6577,0.4962
Cifar10,87,Which_one,6,MLP,MAE_LOSS,0.581640205,0.64948,0.5024
Cifar10,88,Which_one,6,MLP,MAE_LOSS,0.572863136,0.65898,0.5069
Cifar10,89,Which_one,6,MLP,MAE_LOSS,0.575216657,0.65426,0.5007
Cifar10,90,Which_one,6,MLP,MAE_LOSS,0.569424798,0.66296,0.5062
Cifar10,91,Which_one,6,MLP,MAE_LOSS,0.577566205,0.65726,0.5045
Cifar10,92,Which_one,6,MLP,MAE_LOSS,0.565196339,0.66838,0.5015
Cifar10,93,Which_one,6,MLP,MAE_LOSS,0.553553765,0.68234,0.5132
Cifar10,94,Which_one,6,MLP,MAE_LOSS,0.550514242,0.67356,0.5063
Cifar10,95,Which_one,6,MLP,MAE_LOSS,0.559090534,0.6707,0.5066
Cifar10,96,Which_one,6,MLP,MAE_LOSS,0.558795129,0.67124,0.5094
Cifar10,97,Which_one,6,MLP,MAE_LOSS,0.551346769,0.66488,0.4995
Cifar10,98,Which_one,6,MLP,MAE_LOSS,0.550142139,0.66994,0.5051
Cifar10,99,Which_one,6,MLP,MAE_LOSS,0.545869776,0.67148,0.5113
Cifar10,100,Which_one,6,MLP,MAE_LOSS,0.555974891,0.65698,0.4997
Cifar10,101,Which_one,6,MLP,MAE_LOSS,0.560983852,0.67606,0.509
Cifar10,102,Which_one,6,MLP,MAE_LOSS,0.549305877,0.66152,0.5019
Cifar10,103,Which_one,6,MLP,MAE_LOSS,0.555648813,0.6734,0.5108
Cifar10,104,Which_one,6,MLP,MAE_LOSS,0.544762976,0.66736,0.498
Cifar10,105,Which_one,6,MLP,MAE_LOSS,0.541566722,0.67676,0.5074
Cifar10,106,Which_one,6,MLP,MAE_LOSS,0.540047698,0.68252,0.5078
Cifar10,107,Which_one,6,MLP,MAE_LOSS,0.533970078,0.68348,0.5131
Cifar10,108,Which_one,6,MLP,MAE_LOSS,0.537337525,0.68296,0.5081
Cifar10,109,Which_one,6,MLP,MAE_LOSS,0.526400143,0.68598,0.5144
Cifar10,110,Which_one,6,MLP,MAE_LOSS,0.525017101,0.6749,0.5056
Cifar10,111,Which_one,6,MLP,MAE_LOSS,0.528381654,0.68232,0.5088
Cifar10,112,Which_one,6,MLP,MAE_LOSS,0.524139564,0.6826,0.5016
Cifar10,113,Which_one,6,MLP,MAE_LOSS,0.53285047,0.67848,0.5085
Cifar10,114,Which_one,6,MLP,MAE_LOSS,0.530281999,0.6851,0.5066
Cifar10,115,Which_one,6,MLP,MAE_LOSS,0.523881374,0.6781,0.5043
Cifar10,116,Which_one,6,MLP,MAE_LOSS,0.531873313,0.67026,0.5011
Cifar10,117,Which_one,6,MLP,MAE_LOSS,0.531287966,0.67842,0.5046
Cifar10,118,Which_one,6,MLP,MAE_LOSS,0.524522697,0.68878,0.5129
Cifar10,119,Which_one,6,MLP,MAE_LOSS,0.524460832,0.68778,0.5044
Cifar10,120,Which_one,6,MLP,MAE_LOSS,0.51745757,0.69552,0.5068
Cifar10,121,Which_one,6,MLP,MAE_LOSS,0.510636714,0.68354,0.5048
Cifar10,122,Which_one,6,MLP,MAE_LOSS,0.510495044,0.69494,0.51
Cifar10,123,Which_one,6,MLP,MAE_LOSS,0.515467492,0.6832,0.5079
Cifar10,124,Which_one,6,MLP,MAE_LOSS,0.506415492,0.68998,0.51
Cifar10,125,Which_one,6,MLP,MAE_LOSS,0.514728805,0.68452,0.5093
Cifar10,126,Which_one,6,MLP,MAE_LOSS,0.517956158,0.67988,0.5021
Cifar10,127,Which_one,6,MLP,MAE_LOSS,0.514629691,0.69068,0.5131
Cifar10,128,Which_one,6,MLP,MAE_LOSS,0.509275556,0.68316,0.5047
Cifar10,129,Which_one,6,MLP,MAE_LOSS,0.522199291,0.67778,0.5038
Cifar10,130,Which_one,6,MLP,MAE_LOSS,0.503911066,0.69638,0.5135
Cifar10,131,Which_one,6,MLP,MAE_LOSS,0.501538452,0.687,0.5083
Cifar10,132,Which_one,6,MLP,MAE_LOSS,0.508503695,0.69268,0.5093
Cifar10,133,Which_one,6,MLP,MAE_LOSS,0.502409397,0.69646,0.5128
Cifar10,134,Which_one,6,MLP,MAE_LOSS,0.489759899,0.69594,0.5127
Cifar10,135,Which_one,6,MLP,MAE_LOSS,0.490382129,0.6919,0.5138
Cifar10,136,Which_one,6,MLP,MAE_LOSS,0.497757695,0.70004,0.5125
Cifar10,137,Which_one,6,MLP,MAE_LOSS,0.482396963,0.701,0.5114
Cifar10,138,Which_one,6,MLP,MAE_LOSS,0.485697994,0.70252,0.5144
Cifar10,139,Which_one,6,MLP,MAE_LOSS,0.50219651,0.6897,0.5002
Cifar10,140,Which_one,6,MLP,MAE_LOSS,0.508202161,0.6987,0.513
Cifar10,141,Which_one,6,MLP,MAE_LOSS,0.495909896,0.67764,0.5076
Cifar10,142,Which_one,6,MLP,MAE_LOSS,0.502073022,0.69544,0.5105
Cifar10,143,Which_one,6,MLP,MAE_LOSS,0.489986229,0.69808,0.514
Cifar10,144,Which_one,6,MLP,MAE_LOSS,0.479472474,0.70362,0.5107
Cifar10,145,Which_one,6,MLP,MAE_LOSS,0.484103805,0.69244,0.5119
Cifar10,146,Which_one,6,MLP,MAE_LOSS,0.478199709,0.70018,0.5082
Cifar10,147,Which_one,6,MLP,MAE_LOSS,0.484380398,0.69794,0.5107
Cifar10,148,Which_one,6,MLP,MAE_LOSS,0.483441669,0.69732,0.5053
Cifar10,149,Which_one,6,MLP,MAE_LOSS,0.477923816,0.69438,0.5087
Cifar10,150,Which_one,6,MLP,MAE_LOSS,0.473803887,0.70314,0.5109
Cifar10,151,Which_one,6,MLP,MAE_LOSS,0.478743583,0.69968,0.5056
Cifar10,152,Which_one,6,MLP,MAE_LOSS,0.471076051,0.69666,0.5046
Cifar10,153,Which_one,6,MLP,MAE_LOSS,0.488213425,0.70324,0.5083
Cifar10,154,Which_one,6,MLP,MAE_LOSS,0.47939382,0.69736,0.5043
Cifar10,155,Which_one,6,MLP,MAE_LOSS,0.470725226,0.70822,0.5123
Cifar10,156,Which_one,6,MLP,MAE_LOSS,0.469726949,0.70876,0.512
Cifar10,157,Which_one,6,MLP,MAE_LOSS,0.474591635,0.70572,0.5095
Cifar10,158,Which_one,6,MLP,MAE_LOSS,0.475929688,0.69834,0.5075
Cifar10,159,Which_one,6,MLP,MAE_LOSS,0.479734245,0.70408,0.5049
Cifar10,160,Which_one,6,MLP,MAE_LOSS,0.474980686,0.70384,0.5123
Cifar10,161,Which_one,6,MLP,MAE_LOSS,0.47004877,0.69538,0.504
Cifar10,162,Which_one,6,MLP,MAE_LOSS,0.479207371,0.69532,0.5047
Cifar10,163,Which_one,6,MLP,MAE_LOSS,0.47888407,0.70568,0.5112
Cifar10,164,Which_one,6,MLP,MAE_LOSS,0.478628712,0.67574,0.4937
Cifar10,165,Which_one,6,MLP,MAE_LOSS,0.485592647,0.70706,0.5049
Cifar10,166,Which_one,6,MLP,MAE_LOSS,0.467038132,0.70326,0.5097
Cifar10,167,Which_one,6,MLP,MAE_LOSS,0.465968439,0.70548,0.515
Cifar10,168,Which_one,6,MLP,MAE_LOSS,0.493462526,0.70584,0.515
Cifar10,169,Which_one,6,MLP,MAE_LOSS,0.468017052,0.70804,0.5126
Cifar10,170,Which_one,6,MLP,MAE_LOSS,0.474952193,0.71206,0.5135
Cifar10,171,Which_one,6,MLP,MAE_LOSS,0.470125984,0.69788,0.5028
Cifar10,172,Which_one,6,MLP,MAE_LOSS,0.465607455,0.70492,0.5072
Cifar10,173,Which_one,6,MLP,MAE_LOSS,0.467282932,0.7053,0.5063
Cifar10,174,Which_one,6,MLP,MAE_LOSS,0.465984428,0.7106,0.508
Cifar10,175,Which_one,6,MLP,MAE_LOSS,0.462087914,0.69424,0.5056
Cifar10,176,Which_one,6,MLP,MAE_LOSS,0.472258776,0.71422,0.5109
Cifar10,177,Which_one,6,MLP,MAE_LOSS,0.459944171,0.70204,0.5136
Cifar10,178,Which_one,6,MLP,MAE_LOSS,0.456704182,0.7088,0.511
Cifar10,179,Which_one,6,MLP,MAE_LOSS,0.460837394,0.71614,0.5162
Cifar10,180,Which_one,6,MLP,MAE_LOSS,0.449305657,0.71204,0.509
Cifar10,181,Which_one,6,MLP,MAE_LOSS,0.460055163,0.7146,0.5086
Cifar10,182,Which_one,6,MLP,MAE_LOSS,0.451235289,0.70536,0.5084
Cifar10,183,Which_one,6,MLP,MAE_LOSS,0.464188936,0.70898,0.5116
Cifar10,184,Which_one,6,MLP,MAE_LOSS,0.461024268,0.71274,0.5058
Cifar10,185,Which_one,6,MLP,MAE_LOSS,0.465109157,0.70836,0.5073
Cifar10,186,Which_one,6,MLP,MAE_LOSS,0.451971128,0.70748,0.5033
Cifar10,187,Which_one,6,MLP,MAE_LOSS,0.454757295,0.71214,0.5176
Cifar10,188,Which_one,6,MLP,MAE_LOSS,0.448862096,0.71042,0.5074
Cifar10,189,Which_one,6,MLP,MAE_LOSS,0.460855861,0.71416,0.5065
Cifar10,190,Which_one,6,MLP,MAE_LOSS,0.453490717,0.70576,0.4986
Cifar10,191,Which_one,6,MLP,MAE_LOSS,0.452038649,0.71516,0.5122
Cifar10,192,Which_one,6,MLP,MAE_LOSS,0.441317567,0.71838,0.513
Cifar10,193,Which_one,6,MLP,MAE_LOSS,0.438850368,0.70768,0.5113
Cifar10,194,Which_one,6,MLP,MAE_LOSS,0.446250506,0.70936,0.5046
Cifar10,195,Which_one,6,MLP,MAE_LOSS,0.444226469,0.70714,0.502
Cifar10,196,Which_one,6,MLP,MAE_LOSS,0.453356153,0.7135,0.5112
Cifar10,197,Which_one,6,MLP,MAE_LOSS,0.457349448,0.71292,0.5079
Cifar10,198,Which_one,6,MLP,MAE_LOSS,0.465921092,0.69608,0.4976
Cifar10,199,Which_one,6,MLP,MAE_LOSS,0.456374892,0.7072,0.5097
Cifar10,200,Which_one,6,MLP,MAE_LOSS,0.43516529,0.71204,0.5025
Cifar10,201,Which_one,6,MLP,MAE_LOSS,0.454052991,0.69676,0.4974
Cifar10,202,Which_one,6,MLP,MAE_LOSS,0.445168067,0.72246,0.5133
Cifar10,203,Which_one,6,MLP,MAE_LOSS,0.437018453,0.71312,0.5096
Cifar10,204,Which_one,6,MLP,MAE_LOSS,0.450543626,0.70344,0.5065
Cifar10,205,Which_one,6,MLP,MAE_LOSS,0.444926756,0.7146,0.5048
Cifar10,206,Which_one,6,MLP,MAE_LOSS,0.445409215,0.71254,0.5119
Cifar10,207,Which_one,6,MLP,MAE_LOSS,0.452386364,0.7174,0.5125
Cifar10,208,Which_one,6,MLP,MAE_LOSS,0.43627471,0.70204,0.4919
Cifar10,209,Which_one,6,MLP,MAE_LOSS,0.452375943,0.72158,0.5124
Cifar10,210,Which_one,6,MLP,MAE_LOSS,0.446180036,0.70976,0.5042
Cifar10,211,Which_one,6,MLP,MAE_LOSS,0.43914108,0.7211,0.5103
Cifar10,212,Which_one,6,MLP,MAE_LOSS,0.434315366,0.71064,0.508
Cifar10,213,Which_one,6,MLP,MAE_LOSS,0.447890166,0.71892,0.5142
Cifar10,214,Which_one,6,MLP,MAE_LOSS,0.443732243,0.71746,0.5099
Cifar10,215,Which_one,6,MLP,MAE_LOSS,0.437602377,0.72226,0.5173
Cifar10,216,Which_one,6,MLP,MAE_LOSS,0.437859308,0.70906,0.5021
Cifar10,217,Which_one,6,MLP,MAE_LOSS,0.445060697,0.70742,0.5058
Cifar10,218,Which_one,6,MLP,MAE_LOSS,0.444103944,0.70936,0.5067
Cifar10,219,Which_one,6,MLP,MAE_LOSS,0.435378115,0.71374,0.5031
Cifar10,220,Which_one,6,MLP,MAE_LOSS,0.445637865,0.71436,0.5074
Cifar10,221,Which_one,6,MLP,MAE_LOSS,0.446455262,0.71738,0.5079
Cifar10,222,Which_one,6,MLP,MAE_LOSS,0.437764965,0.72384,0.5093
Cifar10,223,Which_one,6,MLP,MAE_LOSS,0.423849812,0.72688,0.5148
Cifar10,224,Which_one,6,MLP,MAE_LOSS,0.429229305,0.72062,0.5081
Cifar10,225,Which_one,6,MLP,MAE_LOSS,0.446661789,0.69958,0.5076
Cifar10,226,Which_one,6,MLP,MAE_LOSS,0.439166502,0.70852,0.5015
Cifar10,227,Which_one,6,MLP,MAE_LOSS,0.429986603,0.70876,0.5048
Cifar10,228,Which_one,6,MLP,MAE_LOSS,0.420960204,0.7299,0.519
Cifar10,229,Which_one,6,MLP,MAE_LOSS,0.422162469,0.72066,0.5059
Cifar10,230,Which_one,6,MLP,MAE_LOSS,0.443730481,0.71308,0.5098
Cifar10,231,Which_one,6,MLP,MAE_LOSS,0.441774943,0.7179,0.5114
Cifar10,232,Which_one,6,MLP,MAE_LOSS,0.427288436,0.71466,0.505
Cifar10,233,Which_one,6,MLP,MAE_LOSS,0.438553628,0.71352,0.5067
Cifar10,234,Which_one,6,MLP,MAE_LOSS,0.4279273,0.71746,0.5101
Cifar10,235,Which_one,6,MLP,MAE_LOSS,0.445526479,0.70582,0.5073
Cifar10,236,Which_one,6,MLP,MAE_LOSS,0.445961725,0.7231,0.5077
Cifar10,237,Which_one,6,MLP,MAE_LOSS,0.428441804,0.72136,0.5066
Cifar10,238,Which_one,6,MLP,MAE_LOSS,0.427992108,0.71516,0.5057
Cifar10,239,Which_one,6,MLP,MAE_LOSS,0.436161231,0.71628,0.5095
Cifar10,240,Which_one,6,MLP,MAE_LOSS,0.437602866,0.71186,0.4996
Cifar10,241,Which_one,6,MLP,MAE_LOSS,0.438178261,0.72266,0.5094
Cifar10,242,Which_one,6,MLP,MAE_LOSS,0.422956335,0.71936,0.5096
Cifar10,243,Which_one,6,MLP,MAE_LOSS,0.418875814,0.7273,0.5156
Cifar10,244,Which_one,6,MLP,MAE_LOSS,0.425311402,0.7195,0.5092
Cifar10,245,Which_one,6,MLP,MAE_LOSS,0.433984258,0.72328,0.5089
Cifar10,246,Which_one,6,MLP,MAE_LOSS,0.426888,0.72662,0.5128
Cifar10,247,Which_one,6,MLP,MAE_LOSS,0.420097641,0.72596,0.5121
Cifar10,248,Which_one,6,MLP,MAE_LOSS,0.429519073,0.71032,0.5008
Cifar10,249,Which_one,6,MLP,MAE_LOSS,0.431649786,0.72158,0.5153
Cifar10,250,Which_one,6,MLP,MAE_LOSS,0.422084573,0.727,0.5132
Cifar10,251,Which_one,6,MLP,MAE_LOSS,0.415781305,0.72782,0.5096
Cifar10,252,Which_one,6,MLP,MAE_LOSS,0.425956964,0.71906,0.5051
Cifar10,253,Which_one,6,MLP,MAE_LOSS,0.418283746,0.72638,0.5055
Cifar10,254,Which_one,6,MLP,MAE_LOSS,0.422209957,0.7271,0.5141
Cifar10,255,Which_one,6,MLP,MAE_LOSS,0.427790889,0.72846,0.5129
Cifar10,256,Which_one,6,MLP,MAE_LOSS,0.430210344,0.71856,0.5044
Cifar10,257,Which_one,6,MLP,MAE_LOSS,0.414233271,0.72538,0.505
Cifar10,258,Which_one,6,MLP,MAE_LOSS,0.425717776,0.7178,0.5106
Cifar10,259,Which_one,6,MLP,MAE_LOSS,0.424837644,0.7141,0.5007
Cifar10,260,Which_one,6,MLP,MAE_LOSS,0.432583846,0.72544,0.5108
Cifar10,261,Which_one,6,MLP,MAE_LOSS,0.41692856,0.72832,0.5061
Cifar10,262,Which_one,6,MLP,MAE_LOSS,0.428812539,0.72676,0.5103
Cifar10,263,Which_one,6,MLP,MAE_LOSS,0.430826498,0.71114,0.5038
Cifar10,264,Which_one,6,MLP,MAE_LOSS,0.437454484,0.72758,0.5111
Cifar10,265,Which_one,6,MLP,MAE_LOSS,0.426920642,0.72406,0.513
Cifar10,266,Which_one,6,MLP,MAE_LOSS,0.415459375,0.71956,0.509
Cifar10,267,Which_one,6,MLP,MAE_LOSS,0.415709871,0.7222,0.5091
Cifar10,268,Which_one,6,MLP,MAE_LOSS,0.420252352,0.71356,0.5051
Cifar10,269,Which_one,6,MLP,MAE_LOSS,0.409899743,0.73342,0.5096
Cifar10,270,Which_one,6,MLP,MAE_LOSS,0.4149563,0.72458,0.5081
Cifar10,271,Which_one,6,MLP,MAE_LOSS,0.413095684,0.72082,0.5032
Cifar10,272,Which_one,6,MLP,MAE_LOSS,0.422554538,0.72052,0.5053
Cifar10,273,Which_one,6,MLP,MAE_LOSS,0.428014452,0.72612,0.5121
Cifar10,274,Which_one,6,MLP,MAE_LOSS,0.41791602,0.71718,0.5035
Cifar10,275,Which_one,6,MLP,MAE_LOSS,0.423945246,0.72912,0.511
Cifar10,276,Which_one,6,MLP,MAE_LOSS,0.424694786,0.71298,0.5015
Cifar10,277,Which_one,6,MLP,MAE_LOSS,0.416925372,0.72398,0.5101
Cifar10,278,Which_one,6,MLP,MAE_LOSS,0.413931811,0.71602,0.5042
Cifar10,279,Which_one,6,MLP,MAE_LOSS,0.4185334,0.72544,0.5079
Cifar10,280,Which_one,6,MLP,MAE_LOSS,0.417214594,0.71448,0.5034
Cifar10,281,Which_one,6,MLP,MAE_LOSS,0.420414253,0.7215,0.5098
Cifar10,282,Which_one,6,MLP,MAE_LOSS,0.431579169,0.72744,0.5086
Cifar10,283,Which_one,6,MLP,MAE_LOSS,0.425522898,0.7249,0.5068
Cifar10,284,Which_one,6,MLP,MAE_LOSS,0.410881202,0.72246,0.5037
Cifar10,285,Which_one,6,MLP,MAE_LOSS,0.423620013,0.7186,0.5053
Cifar10,286,Which_one,6,MLP,MAE_LOSS,0.424356498,0.72056,0.508
Cifar10,287,Which_one,6,MLP,MAE_LOSS,0.413736152,0.72936,0.5106
Cifar10,288,Which_one,6,MLP,MAE_LOSS,0.411263951,0.71606,0.5001
Cifar10,289,Which_one,6,MLP,MAE_LOSS,0.41774823,0.72486,0.5069
Cifar10,290,Which_one,6,MLP,MAE_LOSS,0.41363763,0.7237,0.5085
Cifar10,291,Which_one,6,MLP,MAE_LOSS,0.421183294,0.72424,0.5025
Cifar10,292,Which_one,6,MLP,MAE_LOSS,0.419586154,0.7145,0.5021
Cifar10,293,Which_one,6,MLP,MAE_LOSS,0.412429261,0.71986,0.5043
Cifar10,294,Which_one,6,MLP,MAE_LOSS,0.416231767,0.72116,0.5046
Cifar10,295,Which_one,6,MLP,MAE_LOSS,0.411660034,0.72036,0.5097
Cifar10,296,Which_one,6,MLP,MAE_LOSS,0.420100859,0.72804,0.5111
Cifar10,297,Which_one,6,MLP,MAE_LOSS,0.423890108,0.71734,0.4978
Cifar10,298,Which_one,6,MLP,MAE_LOSS,0.413806868,0.72394,0.5064
Cifar10,299,Which_one,6,MLP,MAE_LOSS,0.406300885,0.7256,0.5027
Cifar10,300,Which_one,6,MLP,MAE_LOSS,0.403300078,0.72852,0.5062
Cifar10,1,Which_one,7,MLP,MAE_LOSS,1.308053626,0.39328,0.3866
Cifar10,2,Which_one,7,MLP,MAE_LOSS,1.201942561,0.41798,0.4086
Cifar10,3,Which_one,7,MLP,MAE_LOSS,1.146290072,0.45678,0.4319
Cifar10,4,Which_one,7,MLP,MAE_LOSS,1.105552533,0.45386,0.4341
Cifar10,5,Which_one,7,MLP,MAE_LOSS,1.078317612,0.47708,0.4448
Cifar10,6,Which_one,7,MLP,MAE_LOSS,1.051803785,0.4761,0.4483
Cifar10,7,Which_one,7,MLP,MAE_LOSS,1.026420012,0.50684,0.4643
Cifar10,8,Which_one,7,MLP,MAE_LOSS,1.006616934,0.50008,0.4541
Cifar10,9,Which_one,7,MLP,MAE_LOSS,1.003591985,0.51222,0.4668
Cifar10,10,Which_one,7,MLP,MAE_LOSS,0.974354884,0.52538,0.4765
Cifar10,11,Which_one,7,MLP,MAE_LOSS,0.957286011,0.5252,0.4737
Cifar10,12,Which_one,7,MLP,MAE_LOSS,0.951209384,0.52768,0.4681
Cifar10,13,Which_one,7,MLP,MAE_LOSS,0.937270594,0.53544,0.4777
Cifar10,14,Which_one,7,MLP,MAE_LOSS,0.913307749,0.5495,0.4857
