dataset,epoch,question_type,question_class_size,model,loss_function,train_loss,train_acc,test_acc,label_size_i,label_size_comp,label_size_cand
Kmnist,181,Is_in,6,MLP,MAE_LOSS,-0.017637350037693976,0.8762,0.6723,,4094.0,5906.0
Kmnist,182,Is_in,6,MLP,MAE_LOSS,-0.012075492180883884,0.8764,0.6713,,4094.0,5906.0
Kmnist,183,Is_in,6,MLP,MAE_LOSS,-0.016335174813866614,0.8766,0.671,,4094.0,5906.0
Kmnist,184,Is_in,6,MLP,MAE_LOSS,-0.022912687994539736,0.8764,0.6721,,4094.0,5906.0
Kmnist,185,Is_in,6,MLP,MAE_LOSS,-0.010304627567529678,0.8769,0.6714,,4094.0,5906.0
Kmnist,186,Is_in,6,MLP,MAE_LOSS,-0.024731664918363094,0.8769,0.672,,4094.0,5906.0
Kmnist,187,Is_in,6,MLP,MAE_LOSS,-0.026412098854780196,0.8757,0.6731,,4094.0,5906.0
Kmnist,188,Is_in,6,MLP,MAE_LOSS,-0.012894716486334801,0.8765,0.6722,,4094.0,5906.0
Kmnist,189,Is_in,6,MLP,MAE_LOSS,-0.026001366227865218,0.8775,0.6688,,4094.0,5906.0
Kmnist,190,Is_in,6,MLP,MAE_LOSS,-0.016746806912124157,0.8769,0.6715,,4094.0,5906.0
Kmnist,191,Is_in,6,MLP,MAE_LOSS,-0.015119035355746746,0.877,0.6717,,4094.0,5906.0
Kmnist,192,Is_in,6,MLP,MAE_LOSS,-0.015152262151241302,0.8764,0.6709,,4094.0,5906.0
Kmnist,193,Is_in,6,MLP,MAE_LOSS,-0.02317497441545129,0.8768,0.6717,,4094.0,5906.0
Kmnist,194,Is_in,6,MLP,MAE_LOSS,-0.02449221033602953,0.8761,0.6703,,4094.0,5906.0
Kmnist,195,Is_in,6,MLP,MAE_LOSS,-0.020613650511950254,0.8768,0.6698,,4094.0,5906.0
Kmnist,196,Is_in,6,MLP,MAE_LOSS,-0.02706490345299244,0.8767,0.673,,4094.0,5906.0
Kmnist,197,Is_in,6,MLP,MAE_LOSS,-0.01890278235077858,0.8766,0.6696,,4094.0,5906.0
Kmnist,198,Is_in,6,MLP,MAE_LOSS,-0.023694499954581262,0.8774,0.6721,,4094.0,5906.0
Kmnist,199,Is_in,6,MLP,MAE_LOSS,-0.021735930070281028,0.8755,0.6687,,4094.0,5906.0
Kmnist,200,Is_in,6,MLP,MAE_LOSS,-0.011549602448940276,0.8759,0.6719,,4094.0,5906.0
Kmnist,201,Is_in,6,MLP,MAE_LOSS,-0.010420286003500224,0.8705,0.6604,,4094.0,5906.0
Kmnist,202,Is_in,6,MLP,MAE_LOSS,0.011330608744174242,0.8709,0.6652,,4094.0,5906.0
Kmnist,203,Is_in,6,MLP,MAE_LOSS,0.011283486150205135,0.8745,0.6603,,4094.0,5906.0
Kmnist,204,Is_in,6,MLP,MAE_LOSS,0.021804305631667374,0.8723,0.6582,,4094.0,5906.0
Kmnist,205,Is_in,6,MLP,MAE_LOSS,0.003400041162967682,0.8765,0.6665,,4094.0,5906.0
Kmnist,206,Is_in,6,MLP,MAE_LOSS,-5.427487194538116e-05,0.8798,0.6768,,4094.0,5906.0
Kmnist,207,Is_in,6,MLP,MAE_LOSS,-0.011595114506781102,0.8794,0.676,,4094.0,5906.0
Kmnist,208,Is_in,6,MLP,MAE_LOSS,-0.020716094539966434,0.8804,0.6718,,4094.0,5906.0
Kmnist,209,Is_in,6,MLP,MAE_LOSS,-0.02183938454836607,0.8802,0.6764,,4094.0,5906.0
Kmnist,210,Is_in,6,MLP,MAE_LOSS,-0.02581296907737851,0.8815,0.6775,,4094.0,5906.0
Kmnist,211,Is_in,6,MLP,MAE_LOSS,-0.025576524529606105,0.8814,0.6772,,4094.0,5906.0
Kmnist,212,Is_in,6,MLP,MAE_LOSS,-0.033242597710341215,0.8817,0.6775,,4094.0,5906.0
Kmnist,213,Is_in,6,MLP,MAE_LOSS,-0.03172583458945155,0.8811,0.6763,,4094.0,5906.0
Kmnist,214,Is_in,6,MLP,MAE_LOSS,-0.03628053069114685,0.8816,0.6775,,4094.0,5906.0
Kmnist,215,Is_in,6,MLP,MAE_LOSS,-0.030133589170873165,0.8815,0.6767,,4094.0,5906.0
Kmnist,216,Is_in,6,MLP,MAE_LOSS,-0.030799292773008347,0.881,0.6773,,4094.0,5906.0
Kmnist,217,Is_in,6,MLP,MAE_LOSS,-0.031074093841016292,0.8816,0.6778,,4094.0,5906.0
Kmnist,218,Is_in,6,MLP,MAE_LOSS,-0.028477976098656654,0.8809,0.6782,,4094.0,5906.0
Kmnist,219,Is_in,6,MLP,MAE_LOSS,-0.019400251843035222,0.8807,0.6774,,4094.0,5906.0
Kmnist,220,Is_in,6,MLP,MAE_LOSS,-0.0261486248113215,0.8812,0.6766,,4094.0,5906.0
Kmnist,221,Is_in,6,MLP,MAE_LOSS,-0.020628801733255386,0.8812,0.6749,,4094.0,5906.0
Kmnist,222,Is_in,6,MLP,MAE_LOSS,-0.02469782680273056,0.8812,0.6765,,4094.0,5906.0
Kmnist,223,Is_in,6,MLP,MAE_LOSS,-0.02730611604638398,0.881,0.6761,,4094.0,5906.0
Kmnist,224,Is_in,6,MLP,MAE_LOSS,-0.0305085614323616,0.8811,0.6762,,4094.0,5906.0
Kmnist,225,Is_in,6,MLP,MAE_LOSS,-0.025269751623272895,0.8813,0.6767,,4094.0,5906.0
Kmnist,226,Is_in,6,MLP,MAE_LOSS,-0.031695338152349,0.8814,0.6761,,4094.0,5906.0
Kmnist,227,Is_in,6,MLP,MAE_LOSS,-0.01998893655836582,0.8811,0.6769,,4094.0,5906.0
Kmnist,228,Is_in,6,MLP,MAE_LOSS,-0.030948864296078682,0.8814,0.6767,,4094.0,5906.0
Kmnist,229,Is_in,6,MLP,MAE_LOSS,-0.023441458027809857,0.8812,0.6774,,4094.0,5906.0
Kmnist,230,Is_in,6,MLP,MAE_LOSS,-0.028585169278085232,0.8812,0.6771,,4094.0,5906.0
Kmnist,231,Is_in,6,MLP,MAE_LOSS,-0.030434202775359152,0.8807,0.6768,,4094.0,5906.0
Kmnist,232,Is_in,6,MLP,MAE_LOSS,-0.024898232147097587,0.881,0.6769,,4094.0,5906.0
Kmnist,233,Is_in,6,MLP,MAE_LOSS,-0.024861662369221448,0.88,0.6756,,4094.0,5906.0
Kmnist,234,Is_in,6,MLP,MAE_LOSS,-0.024397729337215422,0.8808,0.6777,,4094.0,5906.0
Kmnist,235,Is_in,6,MLP,MAE_LOSS,-0.026294201239943506,0.881,0.6772,,4094.0,5906.0
Kmnist,236,Is_in,6,MLP,MAE_LOSS,-0.030199935659766197,0.8811,0.6776,,4094.0,5906.0
Kmnist,237,Is_in,6,MLP,MAE_LOSS,-0.02890752274543047,0.8811,0.6777,,4094.0,5906.0
Kmnist,238,Is_in,6,MLP,MAE_LOSS,-0.034658448025584224,0.8807,0.6783,,4094.0,5906.0
Kmnist,239,Is_in,6,MLP,MAE_LOSS,-0.029410916566848754,0.8808,0.678,,4094.0,5906.0
Kmnist,240,Is_in,6,MLP,MAE_LOSS,-0.02969073746353388,0.8815,0.6784,,4094.0,5906.0
Kmnist,241,Is_in,6,MLP,MAE_LOSS,-0.03583841407671571,0.8809,0.679,,4094.0,5906.0
Kmnist,242,Is_in,6,MLP,MAE_LOSS,-0.03383005522191525,0.8813,0.6768,,4094.0,5906.0
Kmnist,243,Is_in,6,MLP,MAE_LOSS,-0.03121047392487526,0.8815,0.6779,,4094.0,5906.0
Kmnist,244,Is_in,6,MLP,MAE_LOSS,-0.024058852158486844,0.8813,0.6782,,4094.0,5906.0
Kmnist,245,Is_in,6,MLP,MAE_LOSS,-0.024377109948545694,0.8812,0.677,,4094.0,5906.0
Kmnist,246,Is_in,6,MLP,MAE_LOSS,-0.02106133699417114,0.8809,0.678,,4094.0,5906.0
Kmnist,247,Is_in,6,MLP,MAE_LOSS,-0.030811464227735997,0.8819,0.6773,,4094.0,5906.0
Kmnist,248,Is_in,6,MLP,MAE_LOSS,-0.02892859485000372,0.8816,0.6779,,4094.0,5906.0
Kmnist,249,Is_in,6,MLP,MAE_LOSS,-0.031044372729957102,0.8812,0.6785,,4094.0,5906.0
Kmnist,250,Is_in,6,MLP,MAE_LOSS,-0.025108765996992587,0.8809,0.6762,,4094.0,5906.0
Kmnist,251,Is_in,6,MLP,MAE_LOSS,-0.029317688569426535,0.8812,0.6768,,4094.0,5906.0
Kmnist,252,Is_in,6,MLP,MAE_LOSS,-0.027959392458433284,0.8803,0.6764,,4094.0,5906.0
Kmnist,253,Is_in,6,MLP,MAE_LOSS,-0.02334988070651889,0.8813,0.6778,,4094.0,5906.0
Kmnist,254,Is_in,6,MLP,MAE_LOSS,-0.03715254850685597,0.8816,0.6763,,4094.0,5906.0
Kmnist,255,Is_in,6,MLP,MAE_LOSS,-0.029836274776607753,0.8799,0.6712,,4094.0,5906.0
Kmnist,256,Is_in,6,MLP,MAE_LOSS,-0.007412643451243639,0.8795,0.6702,,4094.0,5906.0
Kmnist,257,Is_in,6,MLP,MAE_LOSS,-0.005350947380065918,0.8777,0.6662,,4094.0,5906.0
Kmnist,258,Is_in,6,MLP,MAE_LOSS,0.001722615398466587,0.8783,0.6632,,4094.0,5906.0
Kmnist,259,Is_in,6,MLP,MAE_LOSS,-0.012944040447473526,0.878,0.6669,,4094.0,5906.0
Kmnist,260,Is_in,6,MLP,MAE_LOSS,-0.010400520637631416,0.8807,0.6718,,4094.0,5906.0
Kmnist,261,Is_in,6,MLP,MAE_LOSS,-0.022572829388082027,0.8833,0.6767,,4094.0,5906.0
Kmnist,262,Is_in,6,MLP,MAE_LOSS,-0.022181951440870762,0.8821,0.6767,,4094.0,5906.0
Kmnist,263,Is_in,6,MLP,MAE_LOSS,-0.03149891458451748,0.883,0.679,,4094.0,5906.0
Kmnist,264,Is_in,6,MLP,MAE_LOSS,-0.03373019602149725,0.8828,0.6809,,4094.0,5906.0
Kmnist,265,Is_in,6,MLP,MAE_LOSS,-0.03037232393398881,0.8829,0.6806,,4094.0,5906.0
Kmnist,266,Is_in,6,MLP,MAE_LOSS,-0.030925485584884883,0.8829,0.6826,,4094.0,5906.0
Kmnist,267,Is_in,6,MLP,MAE_LOSS,-0.0445019569247961,0.882,0.6805,,4094.0,5906.0
Kmnist,268,Is_in,6,MLP,MAE_LOSS,-0.0306172258220613,0.8824,0.6822,,4094.0,5906.0
Kmnist,269,Is_in,6,MLP,MAE_LOSS,-0.02911466658115387,0.8826,0.681,,4094.0,5906.0
Kmnist,270,Is_in,6,MLP,MAE_LOSS,-0.033794436044991015,0.8819,0.6808,,4094.0,5906.0
Kmnist,271,Is_in,6,MLP,MAE_LOSS,-0.03537318706512451,0.882,0.681,,4094.0,5906.0
Kmnist,272,Is_in,6,MLP,MAE_LOSS,-0.034709818009287116,0.8818,0.68,,4094.0,5906.0
Kmnist,273,Is_in,6,MLP,MAE_LOSS,-0.034977443516254425,0.8817,0.6797,,4094.0,5906.0
Kmnist,274,Is_in,6,MLP,MAE_LOSS,-0.03817016184329987,0.8816,0.6802,,4094.0,5906.0
Kmnist,275,Is_in,6,MLP,MAE_LOSS,-0.027135404106229544,0.8816,0.6794,,4094.0,5906.0
Kmnist,276,Is_in,6,MLP,MAE_LOSS,-0.02995904125273228,0.8819,0.6796,,4094.0,5906.0
Kmnist,277,Is_in,6,MLP,MAE_LOSS,-0.02407785560935736,0.8821,0.68,,4094.0,5906.0
Kmnist,278,Is_in,6,MLP,MAE_LOSS,-0.034049637615680695,0.8816,0.6796,,4094.0,5906.0
Kmnist,279,Is_in,6,MLP,MAE_LOSS,-0.03171877381391823,0.8818,0.6797,,4094.0,5906.0
Kmnist,280,Is_in,6,MLP,MAE_LOSS,-0.02649289760738611,0.882,0.6791,,4094.0,5906.0
Kmnist,281,Is_in,6,MLP,MAE_LOSS,-0.03224376616999507,0.8817,0.68,,4094.0,5906.0
Kmnist,282,Is_in,6,MLP,MAE_LOSS,-0.033835260383784774,0.8824,0.6797,,4094.0,5906.0
Kmnist,283,Is_in,6,MLP,MAE_LOSS,-0.026346135791391133,0.882,0.679,,4094.0,5906.0
Kmnist,284,Is_in,6,MLP,MAE_LOSS,-0.0398605183698237,0.8824,0.6785,,4094.0,5906.0
Kmnist,285,Is_in,6,MLP,MAE_LOSS,-0.027210275083780287,0.882,0.6786,,4094.0,5906.0
Kmnist,286,Is_in,6,MLP,MAE_LOSS,-0.03717358037829399,0.8819,0.6785,,4094.0,5906.0
Kmnist,287,Is_in,6,MLP,MAE_LOSS,-0.030643773823976518,0.8818,0.6783,,4094.0,5906.0
Kmnist,288,Is_in,6,MLP,MAE_LOSS,-0.027036923542618753,0.8821,0.6789,,4094.0,5906.0
Kmnist,289,Is_in,6,MLP,MAE_LOSS,-0.04410440716892481,0.8824,0.6788,,4094.0,5906.0
Kmnist,290,Is_in,6,MLP,MAE_LOSS,-0.03220018055289984,0.8822,0.6788,,4094.0,5906.0
Kmnist,291,Is_in,6,MLP,MAE_LOSS,-0.037698787078261374,0.8829,0.6799,,4094.0,5906.0
Kmnist,292,Is_in,6,MLP,MAE_LOSS,-0.03943259809166193,0.8823,0.6794,,4094.0,5906.0
Kmnist,293,Is_in,6,MLP,MAE_LOSS,-0.031072839302942155,0.8824,0.6794,,4094.0,5906.0
Kmnist,294,Is_in,6,MLP,MAE_LOSS,-0.04030303955078125,0.8816,0.6787,,4094.0,5906.0
Kmnist,295,Is_in,6,MLP,MAE_LOSS,-0.03776866495609284,0.883,0.6804,,4094.0,5906.0
Kmnist,296,Is_in,6,MLP,MAE_LOSS,-0.02797111924737692,0.8825,0.6824,,4094.0,5906.0
Kmnist,297,Is_in,6,MLP,MAE_LOSS,-0.029912598431110382,0.8821,0.6782,,4094.0,5906.0
Kmnist,298,Is_in,6,MLP,MAE_LOSS,-0.03641299558803439,0.8821,0.6788,,4094.0,5906.0
Kmnist,299,Is_in,6,MLP,MAE_LOSS,-0.03194030505837873,0.8821,0.6791,,4094.0,5906.0
Kmnist,300,Is_in,6,MLP,MAE_LOSS,-0.03684299252927303,0.8825,0.6811,,4094.0,5906.0
Kmnist,1,Is_in,7,MLP,MAE_LOSS,1.441794204711914,0.5758,0.429,,3006.0,6994.0
Kmnist,2,Is_in,7,MLP,MAE_LOSS,0.8165890283882618,0.6861,0.5322,,3006.0,6994.0
Kmnist,3,Is_in,7,MLP,MAE_LOSS,0.6010582756251097,0.7431,0.5744,,3006.0,6994.0
Kmnist,4,Is_in,7,MLP,MAE_LOSS,0.5206376731395721,0.7654,0.5979,,3006.0,6994.0
Kmnist,5,Is_in,7,MLP,MAE_LOSS,0.4186098016798496,0.7822,0.612,,3006.0,6994.0
Kmnist,6,Is_in,7,MLP,MAE_LOSS,0.37411158457398414,0.789,0.6164,,3006.0,6994.0
Kmnist,7,Is_in,7,MLP,MAE_LOSS,0.3626361045986414,0.7956,0.6236,,3006.0,6994.0
Kmnist,8,Is_in,7,MLP,MAE_LOSS,0.35009620487689974,0.7985,0.6248,,3006.0,6994.0
Kmnist,9,Is_in,7,MLP,MAE_LOSS,0.30978191643953323,0.8058,0.6305,,3006.0,6994.0
Kmnist,10,Is_in,7,MLP,MAE_LOSS,0.28497166112065314,0.8053,0.6343,,3006.0,6994.0
Kmnist,11,Is_in,7,MLP,MAE_LOSS,0.2799678137525916,0.8067,0.6308,,3006.0,6994.0
Kmnist,12,Is_in,7,MLP,MAE_LOSS,0.26972588114440443,0.8102,0.637,,3006.0,6994.0
Kmnist,13,Is_in,7,MLP,MAE_LOSS,0.24274826943874359,0.8126,0.6357,,3006.0,6994.0
Kmnist,14,Is_in,7,MLP,MAE_LOSS,0.25133460760116577,0.8138,0.6386,,3006.0,6994.0
Kmnist,15,Is_in,7,MLP,MAE_LOSS,0.22877617739140987,0.8159,0.6376,,3006.0,6994.0
Kmnist,16,Is_in,7,MLP,MAE_LOSS,0.22674693018198014,0.8161,0.6401,,3006.0,6994.0
Kmnist,17,Is_in,7,MLP,MAE_LOSS,0.23341965414583682,0.8186,0.64,,3006.0,6994.0
Kmnist,18,Is_in,7,MLP,MAE_LOSS,0.1894779024645686,0.8197,0.6402,,3006.0,6994.0
Kmnist,19,Is_in,7,MLP,MAE_LOSS,0.17050403207540513,0.8199,0.6376,,3006.0,6994.0
Kmnist,20,Is_in,7,MLP,MAE_LOSS,0.18908408433198928,0.82,0.6404,,3006.0,6994.0
Kmnist,21,Is_in,7,MLP,MAE_LOSS,0.16982412785291673,0.8206,0.6414,,3006.0,6994.0
Kmnist,22,Is_in,7,MLP,MAE_LOSS,0.18230426348745823,0.8206,0.6401,,3006.0,6994.0
Kmnist,23,Is_in,7,MLP,MAE_LOSS,0.17181901447474957,0.8203,0.641,,3006.0,6994.0
Kmnist,24,Is_in,7,MLP,MAE_LOSS,0.15905722863972188,0.8209,0.6412,,3006.0,6994.0
Kmnist,25,Is_in,7,MLP,MAE_LOSS,0.1785341791808605,0.8208,0.6414,,3006.0,6994.0
Kmnist,26,Is_in,7,MLP,MAE_LOSS,0.16550173200666904,0.8224,0.6413,,3006.0,6994.0
Kmnist,27,Is_in,7,MLP,MAE_LOSS,0.15513104274868966,0.8207,0.6409,,3006.0,6994.0
Kmnist,28,Is_in,7,MLP,MAE_LOSS,0.14701651893556117,0.8226,0.6423,,3006.0,6994.0
Kmnist,29,Is_in,7,MLP,MAE_LOSS,0.16155210062861441,0.8233,0.6427,,3006.0,6994.0
Kmnist,30,Is_in,7,MLP,MAE_LOSS,0.13616382516920567,0.8229,0.642,,3006.0,6994.0
Kmnist,31,Is_in,7,MLP,MAE_LOSS,0.14106895122677088,0.8232,0.6429,,3006.0,6994.0
Kmnist,32,Is_in,7,MLP,MAE_LOSS,0.12012333907186985,0.823,0.6425,,3006.0,6994.0
Kmnist,33,Is_in,7,MLP,MAE_LOSS,0.13930856958031654,0.8241,0.6434,,3006.0,6994.0
Kmnist,34,Is_in,7,MLP,MAE_LOSS,0.13582389131188394,0.824,0.645,,3006.0,6994.0
Kmnist,35,Is_in,7,MLP,MAE_LOSS,0.12706988379359246,0.823,0.6427,,3006.0,6994.0
Kmnist,36,Is_in,7,MLP,MAE_LOSS,0.13217162452638148,0.8231,0.6437,,3006.0,6994.0
Kmnist,37,Is_in,7,MLP,MAE_LOSS,0.13949336484074593,0.8247,0.6436,,3006.0,6994.0
Kmnist,38,Is_in,7,MLP,MAE_LOSS,0.1362315896898508,0.8257,0.6447,,3006.0,6994.0
Kmnist,39,Is_in,7,MLP,MAE_LOSS,0.13153932020068168,0.8249,0.6427,,3006.0,6994.0
Kmnist,40,Is_in,7,MLP,MAE_LOSS,0.14602382592856883,0.825,0.644,,3006.0,6994.0
Kmnist,41,Is_in,7,MLP,MAE_LOSS,0.13084124997258187,0.8255,0.6439,,3006.0,6994.0
Kmnist,42,Is_in,7,MLP,MAE_LOSS,0.11843975782394409,0.8251,0.6434,,3006.0,6994.0
Kmnist,43,Is_in,7,MLP,MAE_LOSS,0.14863226749002934,0.8255,0.6425,,3006.0,6994.0
Kmnist,44,Is_in,7,MLP,MAE_LOSS,0.12541215643286704,0.8256,0.6429,,3006.0,6994.0
Kmnist,45,Is_in,7,MLP,MAE_LOSS,0.1352944977581501,0.8264,0.6442,,3006.0,6994.0
Kmnist,46,Is_in,7,MLP,MAE_LOSS,0.12195136789232493,0.8243,0.6432,,3006.0,6994.0
Kmnist,47,Is_in,7,MLP,MAE_LOSS,0.10517993345856666,0.826,0.6439,,3006.0,6994.0
Kmnist,48,Is_in,7,MLP,MAE_LOSS,0.11917745340615511,0.8255,0.6454,,3006.0,6994.0
Kmnist,49,Is_in,7,MLP,MAE_LOSS,0.10098220817744732,0.8255,0.644,,3006.0,6994.0
Kmnist,50,Is_in,7,MLP,MAE_LOSS,0.13155416063964367,0.8256,0.6422,,3006.0,6994.0
Kmnist,51,Is_in,7,MLP,MAE_LOSS,0.121576327085495,0.8261,0.6428,,3006.0,6994.0
Kmnist,52,Is_in,7,MLP,MAE_LOSS,0.14378554113209246,0.8268,0.6426,,3006.0,6994.0
Kmnist,53,Is_in,7,MLP,MAE_LOSS,0.1205970138311386,0.8267,0.645,,3006.0,6994.0
Kmnist,54,Is_in,7,MLP,MAE_LOSS,0.12316831834614277,0.8256,0.6442,,3006.0,6994.0
Kmnist,55,Is_in,7,MLP,MAE_LOSS,0.11399524565786123,0.8259,0.6429,,3006.0,6994.0
Kmnist,56,Is_in,7,MLP,MAE_LOSS,0.1311709526926279,0.8266,0.6445,,3006.0,6994.0
Kmnist,57,Is_in,7,MLP,MAE_LOSS,0.10309388488531113,0.8264,0.6434,,3006.0,6994.0
Kmnist,58,Is_in,7,MLP,MAE_LOSS,0.10319438055157662,0.8267,0.6413,,3006.0,6994.0
Kmnist,59,Is_in,7,MLP,MAE_LOSS,0.11031641541048884,0.8275,0.645,,3006.0,6994.0
Kmnist,60,Is_in,7,MLP,MAE_LOSS,0.10238201357424259,0.8269,0.6442,,3006.0,6994.0
Kmnist,61,Is_in,7,MLP,MAE_LOSS,0.11748036220669747,0.8265,0.6437,,3006.0,6994.0
Kmnist,62,Is_in,7,MLP,MAE_LOSS,0.12157773561775684,0.827,0.6441,,3006.0,6994.0
Kmnist,63,Is_in,7,MLP,MAE_LOSS,0.11104709971696139,0.8255,0.6437,,3006.0,6994.0
Kmnist,64,Is_in,7,MLP,MAE_LOSS,0.11159919053316117,0.8251,0.6439,,3006.0,6994.0
Kmnist,65,Is_in,7,MLP,MAE_LOSS,0.11084803007543087,0.8262,0.6449,,3006.0,6994.0
Kmnist,66,Is_in,7,MLP,MAE_LOSS,0.11168931424617767,0.8259,0.6446,,3006.0,6994.0
Kmnist,67,Is_in,7,MLP,MAE_LOSS,0.12219349555671215,0.8277,0.6463,,3006.0,6994.0
Kmnist,68,Is_in,7,MLP,MAE_LOSS,0.09756570570170879,0.8282,0.6468,,3006.0,6994.0
Kmnist,69,Is_in,7,MLP,MAE_LOSS,0.08956787437200546,0.8271,0.6451,,3006.0,6994.0
Kmnist,70,Is_in,7,MLP,MAE_LOSS,0.11351602543145418,0.8273,0.6464,,3006.0,6994.0
Kmnist,71,Is_in,7,MLP,MAE_LOSS,0.1041429216042161,0.828,0.645,,3006.0,6994.0
Kmnist,72,Is_in,7,MLP,MAE_LOSS,0.11681730840355158,0.828,0.6458,,3006.0,6994.0
Kmnist,73,Is_in,7,MLP,MAE_LOSS,0.11816211640834809,0.8291,0.6488,,3006.0,6994.0
Kmnist,74,Is_in,7,MLP,MAE_LOSS,0.09493846502155065,0.8283,0.647,,3006.0,6994.0
Kmnist,75,Is_in,7,MLP,MAE_LOSS,0.12160702794790268,0.8287,0.6473,,3006.0,6994.0
Kmnist,76,Is_in,7,MLP,MAE_LOSS,0.09975375235080719,0.8285,0.6451,,3006.0,6994.0
Kmnist,77,Is_in,7,MLP,MAE_LOSS,0.09885314144194127,0.8291,0.6465,,3006.0,6994.0
Kmnist,78,Is_in,7,MLP,MAE_LOSS,0.09393529631197453,0.8281,0.6466,,3006.0,6994.0
Kmnist,79,Is_in,7,MLP,MAE_LOSS,0.11818083450198173,0.8286,0.6452,,3006.0,6994.0
Kmnist,80,Is_in,7,MLP,MAE_LOSS,0.11923418641090393,0.8285,0.6422,,3006.0,6994.0
Kmnist,81,Is_in,7,MLP,MAE_LOSS,0.08996570408344269,0.8291,0.6458,,3006.0,6994.0
Kmnist,82,Is_in,7,MLP,MAE_LOSS,0.1175441525876522,0.8294,0.6478,,3006.0,6994.0
Kmnist,83,Is_in,7,MLP,MAE_LOSS,0.09510128982365132,0.8299,0.6481,,3006.0,6994.0
Kmnist,84,Is_in,7,MLP,MAE_LOSS,0.09755160864442587,0.8298,0.648,,3006.0,6994.0
Kmnist,85,Is_in,7,MLP,MAE_LOSS,0.08720068484544755,0.8298,0.6495,,3006.0,6994.0
Kmnist,86,Is_in,7,MLP,MAE_LOSS,0.11030805725604295,0.8292,0.6469,,3006.0,6994.0
Kmnist,87,Is_in,7,MLP,MAE_LOSS,0.09760482013225555,0.8299,0.6477,,3006.0,6994.0
Kmnist,88,Is_in,7,MLP,MAE_LOSS,0.10848943032324314,0.8279,0.6447,,3006.0,6994.0
Kmnist,89,Is_in,7,MLP,MAE_LOSS,0.09051946327090263,0.8297,0.6441,,3006.0,6994.0
Kmnist,90,Is_in,7,MLP,MAE_LOSS,0.11401508860290051,0.83,0.6468,,3006.0,6994.0
Kmnist,91,Is_in,7,MLP,MAE_LOSS,0.08226722925901413,0.8345,0.6498,,3006.0,6994.0
Kmnist,92,Is_in,7,MLP,MAE_LOSS,0.09561931304633617,0.8324,0.6453,,3006.0,6994.0
Kmnist,93,Is_in,7,MLP,MAE_LOSS,0.10565280169248581,0.832,0.6431,,3006.0,6994.0
Kmnist,94,Is_in,7,MLP,MAE_LOSS,0.10497339610010385,0.8313,0.648,,3006.0,6994.0
Kmnist,95,Is_in,7,MLP,MAE_LOSS,0.11372420582920313,0.8336,0.6495,,3006.0,6994.0
Kmnist,96,Is_in,7,MLP,MAE_LOSS,0.10321463029831648,0.8352,0.6472,,3006.0,6994.0
Kmnist,97,Is_in,7,MLP,MAE_LOSS,0.10209072455763817,0.8352,0.6467,,3006.0,6994.0
Kmnist,98,Is_in,7,MLP,MAE_LOSS,0.08794964062981307,0.8366,0.6502,,3006.0,6994.0
Kmnist,99,Is_in,7,MLP,MAE_LOSS,0.07397462856024503,0.8351,0.6518,,3006.0,6994.0
Kmnist,100,Is_in,7,MLP,MAE_LOSS,0.0797162614762783,0.8365,0.6519,,3006.0,6994.0
Kmnist,101,Is_in,7,MLP,MAE_LOSS,0.10146761201322078,0.8351,0.6527,,3006.0,6994.0
Kmnist,102,Is_in,7,MLP,MAE_LOSS,0.0890420287847519,0.835,0.6518,,3006.0,6994.0
Kmnist,103,Is_in,7,MLP,MAE_LOSS,0.10484448298811913,0.8356,0.6522,,3006.0,6994.0
Kmnist,104,Is_in,7,MLP,MAE_LOSS,0.0885389557108283,0.8362,0.6511,,3006.0,6994.0
Kmnist,105,Is_in,7,MLP,MAE_LOSS,0.08410544777289033,0.8355,0.6521,,3006.0,6994.0
Kmnist,106,Is_in,7,MLP,MAE_LOSS,0.09146050233393907,0.8355,0.6508,,3006.0,6994.0
Kmnist,107,Is_in,7,MLP,MAE_LOSS,0.06841174885630608,0.8356,0.6509,,3006.0,6994.0
Kmnist,108,Is_in,7,MLP,MAE_LOSS,0.07576867938041687,0.8357,0.6499,,3006.0,6994.0
Kmnist,109,Is_in,7,MLP,MAE_LOSS,0.09470308385789394,0.8361,0.6514,,3006.0,6994.0
Kmnist,110,Is_in,7,MLP,MAE_LOSS,0.09113002941012383,0.8368,0.6515,,3006.0,6994.0
Kmnist,111,Is_in,7,MLP,MAE_LOSS,0.10178235061466694,0.8393,0.6533,,3006.0,6994.0
Kmnist,112,Is_in,7,MLP,MAE_LOSS,0.07330902963876725,0.8369,0.6539,,3006.0,6994.0
Kmnist,113,Is_in,7,MLP,MAE_LOSS,0.07873969618231058,0.8401,0.6545,,3006.0,6994.0
Kmnist,114,Is_in,7,MLP,MAE_LOSS,0.09313114657998085,0.8404,0.6558,,3006.0,6994.0
Kmnist,115,Is_in,7,MLP,MAE_LOSS,0.07123415432870388,0.8396,0.6552,,3006.0,6994.0
Kmnist,116,Is_in,7,MLP,MAE_LOSS,0.06681091822683811,0.8412,0.6525,,3006.0,6994.0
Kmnist,117,Is_in,7,MLP,MAE_LOSS,0.0969783291220665,0.8391,0.656,,3006.0,6994.0
Kmnist,118,Is_in,7,MLP,MAE_LOSS,0.07165624499320984,0.8411,0.6562,,3006.0,6994.0
Kmnist,119,Is_in,7,MLP,MAE_LOSS,0.07404570933431387,0.8411,0.6591,,3006.0,6994.0
