dataset,epoch,question_type,question_class_size,model,loss_function,train_loss,train_acc,test_acc,label_size_i,label_size_comp,label_size_cand
Kmnist,264,Which_one,2,MLP,MAE_LOSS,0.08882598578929901,0.8577,0.672,2008.0,7992.0,
Kmnist,265,Which_one,2,MLP,MAE_LOSS,0.03914033696055412,0.8586,0.6728,2008.0,7992.0,
Kmnist,266,Which_one,2,MLP,MAE_LOSS,0.06083771139383316,0.8597,0.6721,2008.0,7992.0,
Kmnist,267,Which_one,2,MLP,MAE_LOSS,0.01914822869002819,0.8603,0.671,2008.0,7992.0,
Kmnist,268,Which_one,2,MLP,MAE_LOSS,0.06632453873753548,0.8587,0.6627,2008.0,7992.0,
Kmnist,269,Which_one,2,MLP,MAE_LOSS,0.05387735217809677,0.8514,0.6649,2008.0,7992.0,
Kmnist,270,Which_one,2,MLP,MAE_LOSS,0.08827643766999245,0.841,0.6593,2008.0,7992.0,
Kmnist,271,Which_one,2,MLP,MAE_LOSS,0.17068677842617036,0.8491,0.6654,2008.0,7992.0,
Kmnist,272,Which_one,2,MLP,MAE_LOSS,0.12173857912421227,0.8524,0.6547,2008.0,7992.0,
Kmnist,273,Which_one,2,MLP,MAE_LOSS,0.07525215595960617,0.8505,0.6628,2008.0,7992.0,
Kmnist,274,Which_one,2,MLP,MAE_LOSS,0.1032250016927719,0.8605,0.6762,2008.0,7992.0,
Kmnist,275,Which_one,2,MLP,MAE_LOSS,0.04164785817265511,0.8609,0.6816,2008.0,7992.0,
Kmnist,276,Which_one,2,MLP,MAE_LOSS,0.04028269238770008,0.8648,0.6788,2008.0,7992.0,
Kmnist,277,Which_one,2,MLP,MAE_LOSS,0.06087679639458656,0.8677,0.6819,2008.0,7992.0,
Kmnist,278,Which_one,2,MLP,MAE_LOSS,0.0635508369654417,0.8665,0.6823,2008.0,7992.0,
Kmnist,279,Which_one,2,MLP,MAE_LOSS,0.06836315430700779,0.8665,0.6831,2008.0,7992.0,
Kmnist,280,Which_one,2,MLP,MAE_LOSS,0.07087848298251628,0.8671,0.683,2008.0,7992.0,
Kmnist,281,Which_one,2,MLP,MAE_LOSS,-0.006254640221595764,0.8664,0.6833,2008.0,7992.0,
Kmnist,282,Which_one,2,MLP,MAE_LOSS,0.051611336320638655,0.8665,0.6824,2008.0,7992.0,
Kmnist,283,Which_one,2,MLP,MAE_LOSS,0.03521139174699783,0.8674,0.6803,2008.0,7992.0,
Kmnist,284,Which_one,2,MLP,MAE_LOSS,0.0319798156619072,0.8669,0.6797,2008.0,7992.0,
Kmnist,285,Which_one,2,MLP,MAE_LOSS,0.03558016493916512,0.8667,0.6809,2008.0,7992.0,
Kmnist,286,Which_one,2,MLP,MAE_LOSS,0.03741507455706596,0.8669,0.6815,2008.0,7992.0,
Kmnist,287,Which_one,2,MLP,MAE_LOSS,0.035135437920689586,0.8664,0.6807,2008.0,7992.0,
Kmnist,288,Which_one,2,MLP,MAE_LOSS,0.06389808729290962,0.8667,0.6814,2008.0,7992.0,
Kmnist,289,Which_one,2,MLP,MAE_LOSS,0.05433855280280113,0.8666,0.681,2008.0,7992.0,
Kmnist,290,Which_one,2,MLP,MAE_LOSS,0.03292749747633934,0.8664,0.6812,2008.0,7992.0,
Kmnist,291,Which_one,2,MLP,MAE_LOSS,0.037513750791549685,0.8663,0.6811,2008.0,7992.0,
Kmnist,292,Which_one,2,MLP,MAE_LOSS,0.02841307744383812,0.8665,0.681,2008.0,7992.0,
Kmnist,293,Which_one,2,MLP,MAE_LOSS,0.07406138926744461,0.8666,0.6807,2008.0,7992.0,
Kmnist,294,Which_one,2,MLP,MAE_LOSS,0.08230129070580006,0.8668,0.6813,2008.0,7992.0,
Kmnist,295,Which_one,2,MLP,MAE_LOSS,0.02259802520275116,0.8663,0.6809,2008.0,7992.0,
Kmnist,296,Which_one,2,MLP,MAE_LOSS,0.050446099042892455,0.8664,0.6811,2008.0,7992.0,
Kmnist,297,Which_one,2,MLP,MAE_LOSS,0.009886270761489869,0.8663,0.6811,2008.0,7992.0,
Kmnist,298,Which_one,2,MLP,MAE_LOSS,0.047777528315782546,0.8662,0.6817,2008.0,7992.0,
Kmnist,299,Which_one,2,MLP,MAE_LOSS,0.015872427076101304,0.866,0.68,2008.0,7992.0,
Kmnist,300,Which_one,2,MLP,MAE_LOSS,0.04238502057269215,0.8652,0.6807,2008.0,7992.0,
Kmnist,1,Which_one,3,MLP,MAE_LOSS,1.592459687590599,0.5983,0.4755,2906.0,7094.0,
Kmnist,2,Which_one,3,MLP,MAE_LOSS,0.968686843663454,0.7403,0.5689,2906.0,7094.0,
Kmnist,3,Which_one,3,MLP,MAE_LOSS,0.7313942068722099,0.772,0.6012,2906.0,7094.0,
Kmnist,4,Which_one,3,MLP,MAE_LOSS,0.6828936040401459,0.783,0.6111,2906.0,7094.0,
Kmnist,5,Which_one,3,MLP,MAE_LOSS,0.6258464522659779,0.7915,0.6179,2906.0,7094.0,
Kmnist,6,Which_one,3,MLP,MAE_LOSS,0.6081831641495228,0.7953,0.6195,2906.0,7094.0,
Kmnist,7,Which_one,3,MLP,MAE_LOSS,0.574771561101079,0.7988,0.6215,2906.0,7094.0,
Kmnist,8,Which_one,3,MLP,MAE_LOSS,0.5543898694217205,0.8043,0.627,2906.0,7094.0,
Kmnist,9,Which_one,3,MLP,MAE_LOSS,0.536446975171566,0.8075,0.6297,2906.0,7094.0,
Kmnist,10,Which_one,3,MLP,MAE_LOSS,0.5442423179745675,0.8104,0.6291,2906.0,7094.0,
Kmnist,11,Which_one,3,MLP,MAE_LOSS,0.5308739379048347,0.8118,0.6295,2906.0,7094.0,
Kmnist,12,Which_one,3,MLP,MAE_LOSS,0.5113971665501594,0.8152,0.6294,2906.0,7094.0,
Kmnist,13,Which_one,3,MLP,MAE_LOSS,0.5081509213894606,0.8166,0.6309,2906.0,7094.0,
Kmnist,14,Which_one,3,MLP,MAE_LOSS,0.4963580798357725,0.8176,0.6303,2906.0,7094.0,
Kmnist,15,Which_one,3,MLP,MAE_LOSS,0.48997908011078833,0.8185,0.6315,2906.0,7094.0,
Kmnist,16,Which_one,3,MLP,MAE_LOSS,0.46888614259660244,0.8205,0.6322,2906.0,7094.0,
Kmnist,17,Which_one,3,MLP,MAE_LOSS,0.4495023090392351,0.8237,0.6287,2906.0,7094.0,
Kmnist,18,Which_one,3,MLP,MAE_LOSS,0.44738146513700483,0.8241,0.633,2906.0,7094.0,
Kmnist,19,Which_one,3,MLP,MAE_LOSS,0.4513392403721809,0.8246,0.6316,2906.0,7094.0,
Kmnist,20,Which_one,3,MLP,MAE_LOSS,0.4489467225968838,0.8256,0.6324,2906.0,7094.0,
Kmnist,21,Which_one,3,MLP,MAE_LOSS,0.4298641111701727,0.8274,0.6341,2906.0,7094.0,
Kmnist,22,Which_one,3,MLP,MAE_LOSS,0.44070008099079133,0.8271,0.6318,2906.0,7094.0,
Kmnist,23,Which_one,3,MLP,MAE_LOSS,0.42592537924647333,0.8286,0.631,2906.0,7094.0,
Kmnist,24,Which_one,3,MLP,MAE_LOSS,0.40908186212182046,0.8284,0.6304,2906.0,7094.0,
Kmnist,25,Which_one,3,MLP,MAE_LOSS,0.41780069172382356,0.8296,0.6327,2906.0,7094.0,
Kmnist,26,Which_one,3,MLP,MAE_LOSS,0.40228204261511563,0.8294,0.6339,2906.0,7094.0,
Kmnist,27,Which_one,3,MLP,MAE_LOSS,0.41796368584036825,0.8309,0.6367,2906.0,7094.0,
Kmnist,28,Which_one,3,MLP,MAE_LOSS,0.4121128633618355,0.831,0.6352,2906.0,7094.0,
Kmnist,29,Which_one,3,MLP,MAE_LOSS,0.4166661260649562,0.831,0.6342,2906.0,7094.0,
Kmnist,30,Which_one,3,MLP,MAE_LOSS,0.41307191662490367,0.831,0.6327,2906.0,7094.0,
Kmnist,31,Which_one,3,MLP,MAE_LOSS,0.39522169195115564,0.8325,0.6337,2906.0,7094.0,
Kmnist,32,Which_one,3,MLP,MAE_LOSS,0.4194014973938465,0.8323,0.6341,2906.0,7094.0,
Kmnist,33,Which_one,3,MLP,MAE_LOSS,0.39032483771443366,0.8348,0.6331,2906.0,7094.0,
Kmnist,34,Which_one,3,MLP,MAE_LOSS,0.39954966083168986,0.8333,0.6352,2906.0,7094.0,
Kmnist,35,Which_one,3,MLP,MAE_LOSS,0.4115246508270502,0.8346,0.6381,2906.0,7094.0,
Kmnist,36,Which_one,3,MLP,MAE_LOSS,0.41869437992572783,0.8358,0.6382,2906.0,7094.0,
Kmnist,37,Which_one,3,MLP,MAE_LOSS,0.3856375265866518,0.8353,0.6392,2906.0,7094.0,
Kmnist,38,Which_one,3,MLP,MAE_LOSS,0.38562915474176407,0.8359,0.6381,2906.0,7094.0,
Kmnist,39,Which_one,3,MLP,MAE_LOSS,0.39635310396552087,0.8347,0.6384,2906.0,7094.0,
Kmnist,40,Which_one,3,MLP,MAE_LOSS,0.39168402161449195,0.834,0.6366,2906.0,7094.0,
Kmnist,41,Which_one,3,MLP,MAE_LOSS,0.37706186473369596,0.8351,0.6389,2906.0,7094.0,
Kmnist,42,Which_one,3,MLP,MAE_LOSS,0.39705957323312757,0.835,0.6398,2906.0,7094.0,
Kmnist,43,Which_one,3,MLP,MAE_LOSS,0.3844614282250404,0.8351,0.6374,2906.0,7094.0,
Kmnist,44,Which_one,3,MLP,MAE_LOSS,0.3656298603862524,0.8357,0.6403,2906.0,7094.0,
Kmnist,45,Which_one,3,MLP,MAE_LOSS,0.3926489546895027,0.8359,0.6383,2906.0,7094.0,
Kmnist,46,Which_one,3,MLP,MAE_LOSS,0.38642880842089655,0.8368,0.6405,2906.0,7094.0,
Kmnist,47,Which_one,3,MLP,MAE_LOSS,0.3742715947329998,0.8369,0.6426,2906.0,7094.0,
Kmnist,48,Which_one,3,MLP,MAE_LOSS,0.3766195934265852,0.8373,0.6418,2906.0,7094.0,
Kmnist,49,Which_one,3,MLP,MAE_LOSS,0.4055851731449366,0.8377,0.6409,2906.0,7094.0,
Kmnist,50,Which_one,3,MLP,MAE_LOSS,0.3822686281055212,0.8369,0.6407,2906.0,7094.0,
Kmnist,51,Which_one,3,MLP,MAE_LOSS,0.4141659788787365,0.8371,0.642,2906.0,7094.0,
Kmnist,52,Which_one,3,MLP,MAE_LOSS,0.37548593878746034,0.8366,0.6415,2906.0,7094.0,
Kmnist,53,Which_one,3,MLP,MAE_LOSS,0.39213812332600356,0.8386,0.6438,2906.0,7094.0,
Kmnist,54,Which_one,3,MLP,MAE_LOSS,0.3831882581114769,0.8376,0.6419,2906.0,7094.0,
Kmnist,55,Which_one,3,MLP,MAE_LOSS,0.39831700138747694,0.8384,0.6439,2906.0,7094.0,
Kmnist,56,Which_one,3,MLP,MAE_LOSS,0.3677559508010745,0.8384,0.6409,2906.0,7094.0,
Kmnist,57,Which_one,3,MLP,MAE_LOSS,0.3712346959859133,0.8384,0.6424,2906.0,7094.0,
Kmnist,58,Which_one,3,MLP,MAE_LOSS,0.37402397468686105,0.8387,0.6425,2906.0,7094.0,
Kmnist,59,Which_one,3,MLP,MAE_LOSS,0.39092661440372467,0.8388,0.6422,2906.0,7094.0,
Kmnist,60,Which_one,3,MLP,MAE_LOSS,0.3959494084119797,0.8392,0.6433,2906.0,7094.0,
Kmnist,61,Which_one,3,MLP,MAE_LOSS,0.3952120244503021,0.8395,0.6444,2906.0,7094.0,
Kmnist,62,Which_one,3,MLP,MAE_LOSS,0.38578259870409964,0.8395,0.6454,2906.0,7094.0,
Kmnist,63,Which_one,3,MLP,MAE_LOSS,0.381212242692709,0.8402,0.6452,2906.0,7094.0,
Kmnist,64,Which_one,3,MLP,MAE_LOSS,0.3864162925630808,0.8388,0.6441,2906.0,7094.0,
Kmnist,65,Which_one,3,MLP,MAE_LOSS,0.3819623075425625,0.8397,0.644,2906.0,7094.0,
Kmnist,66,Which_one,3,MLP,MAE_LOSS,0.37529888972640035,0.8401,0.6427,2906.0,7094.0,
Kmnist,67,Which_one,3,MLP,MAE_LOSS,0.3831614933907986,0.8399,0.6444,2906.0,7094.0,
Kmnist,68,Which_one,3,MLP,MAE_LOSS,0.36847184747457506,0.8403,0.6428,2906.0,7094.0,
Kmnist,69,Which_one,3,MLP,MAE_LOSS,0.35332185178995135,0.8408,0.6448,2906.0,7094.0,
Kmnist,70,Which_one,3,MLP,MAE_LOSS,0.37245588898658755,0.8404,0.6439,2906.0,7094.0,
Kmnist,71,Which_one,3,MLP,MAE_LOSS,0.3885642055422068,0.8407,0.6474,2906.0,7094.0,
Kmnist,72,Which_one,3,MLP,MAE_LOSS,0.38364244513213636,0.8412,0.6458,2906.0,7094.0,
Kmnist,73,Which_one,3,MLP,MAE_LOSS,0.36201604530215264,0.8411,0.6447,2906.0,7094.0,
Kmnist,74,Which_one,3,MLP,MAE_LOSS,0.3765032090246677,0.841,0.6436,2906.0,7094.0,
Kmnist,75,Which_one,3,MLP,MAE_LOSS,0.36814007461071013,0.8409,0.6448,2906.0,7094.0,
Kmnist,76,Which_one,3,MLP,MAE_LOSS,0.38392281606793405,0.8409,0.6451,2906.0,7094.0,
Kmnist,77,Which_one,3,MLP,MAE_LOSS,0.3773818887770176,0.8418,0.649,2906.0,7094.0,
Kmnist,78,Which_one,3,MLP,MAE_LOSS,0.3549327589571476,0.8406,0.6459,2906.0,7094.0,
Kmnist,79,Which_one,3,MLP,MAE_LOSS,0.4113258719444275,0.8412,0.6462,2906.0,7094.0,
Kmnist,80,Which_one,3,MLP,MAE_LOSS,0.3609631538391113,0.8425,0.6494,2906.0,7094.0,
Kmnist,81,Which_one,3,MLP,MAE_LOSS,0.3792854815721512,0.8425,0.6487,2906.0,7094.0,
Kmnist,82,Which_one,3,MLP,MAE_LOSS,0.35204088464379313,0.8428,0.6479,2906.0,7094.0,
Kmnist,83,Which_one,3,MLP,MAE_LOSS,0.37242267169058324,0.8432,0.6463,2906.0,7094.0,
Kmnist,84,Which_one,3,MLP,MAE_LOSS,0.3783269412815571,0.8421,0.6451,2906.0,7094.0,
Kmnist,85,Which_one,3,MLP,MAE_LOSS,0.35915894457139075,0.8421,0.6434,2906.0,7094.0,
Kmnist,86,Which_one,3,MLP,MAE_LOSS,0.37458754777908326,0.8447,0.65,2906.0,7094.0,
Kmnist,87,Which_one,3,MLP,MAE_LOSS,0.369661882519722,0.8433,0.6494,2906.0,7094.0,
Kmnist,88,Which_one,3,MLP,MAE_LOSS,0.38292512483894825,0.844,0.6494,2906.0,7094.0,
Kmnist,89,Which_one,3,MLP,MAE_LOSS,0.37550102807581426,0.8451,0.6499,2906.0,7094.0,
Kmnist,90,Which_one,3,MLP,MAE_LOSS,0.3674975082278252,0.8447,0.6498,2906.0,7094.0,
Kmnist,91,Which_one,3,MLP,MAE_LOSS,0.375189907476306,0.8442,0.65,2906.0,7094.0,
Kmnist,92,Which_one,3,MLP,MAE_LOSS,0.37004181891679766,0.8439,0.651,2906.0,7094.0,
Kmnist,93,Which_one,3,MLP,MAE_LOSS,0.37171526327729226,0.8443,0.6514,2906.0,7094.0,
Kmnist,94,Which_one,3,MLP,MAE_LOSS,0.3537477808073163,0.8452,0.6498,2906.0,7094.0,
Kmnist,95,Which_one,3,MLP,MAE_LOSS,0.3644904373213649,0.8436,0.6488,2906.0,7094.0,
Kmnist,96,Which_one,3,MLP,MAE_LOSS,0.37389541901648043,0.8444,0.6522,2906.0,7094.0,
Kmnist,97,Which_one,3,MLP,MAE_LOSS,0.37141048684716227,0.8455,0.6509,2906.0,7094.0,
Kmnist,98,Which_one,3,MLP,MAE_LOSS,0.35836154259741304,0.846,0.6524,2906.0,7094.0,
Kmnist,99,Which_one,3,MLP,MAE_LOSS,0.34253757894039155,0.8462,0.6505,2906.0,7094.0,
Kmnist,100,Which_one,3,MLP,MAE_LOSS,0.346568750962615,0.8461,0.6543,2906.0,7094.0,
Kmnist,101,Which_one,3,MLP,MAE_LOSS,0.35578840486705304,0.8439,0.651,2906.0,7094.0,
Kmnist,102,Which_one,3,MLP,MAE_LOSS,0.38316322937607766,0.8441,0.6471,2906.0,7094.0,
Kmnist,103,Which_one,3,MLP,MAE_LOSS,0.38240003660321237,0.8412,0.648,2906.0,7094.0,
Kmnist,104,Which_one,3,MLP,MAE_LOSS,0.3831930745393038,0.8405,0.6477,2906.0,7094.0,
Kmnist,105,Which_one,3,MLP,MAE_LOSS,0.37979411110281946,0.8471,0.6473,2906.0,7094.0,
Kmnist,106,Which_one,3,MLP,MAE_LOSS,0.3634815181605518,0.8469,0.6539,2906.0,7094.0,
Kmnist,107,Which_one,3,MLP,MAE_LOSS,0.3470549779012799,0.8477,0.657,2906.0,7094.0,
Kmnist,108,Which_one,3,MLP,MAE_LOSS,0.3392064832150936,0.8474,0.6563,2906.0,7094.0,
Kmnist,109,Which_one,3,MLP,MAE_LOSS,0.364848418533802,0.8481,0.6515,2906.0,7094.0,
Kmnist,110,Which_one,3,MLP,MAE_LOSS,0.35580283794552087,0.8488,0.6558,2906.0,7094.0,
Kmnist,111,Which_one,3,MLP,MAE_LOSS,0.3511239491403103,0.8485,0.6566,2906.0,7094.0,
Kmnist,112,Which_one,3,MLP,MAE_LOSS,0.3674777679145336,0.8492,0.6556,2906.0,7094.0,
Kmnist,113,Which_one,3,MLP,MAE_LOSS,0.353179931640625,0.8496,0.6554,2906.0,7094.0,
Kmnist,114,Which_one,3,MLP,MAE_LOSS,0.35640496015548706,0.8494,0.6548,2906.0,7094.0,
Kmnist,115,Which_one,3,MLP,MAE_LOSS,0.32531109899282457,0.8493,0.6562,2906.0,7094.0,
Kmnist,116,Which_one,3,MLP,MAE_LOSS,0.3360532833263278,0.8482,0.6554,2906.0,7094.0,
Kmnist,117,Which_one,3,MLP,MAE_LOSS,0.35578729696571826,0.8491,0.6563,2906.0,7094.0,
Kmnist,118,Which_one,3,MLP,MAE_LOSS,0.35739129558205607,0.8496,0.6555,2906.0,7094.0,
Kmnist,119,Which_one,3,MLP,MAE_LOSS,0.3407305870205164,0.8496,0.6577,2906.0,7094.0,
Kmnist,120,Which_one,3,MLP,MAE_LOSS,0.33399961069226264,0.8499,0.6581,2906.0,7094.0,
Kmnist,121,Which_one,3,MLP,MAE_LOSS,0.33046175353229046,0.8497,0.6568,2906.0,7094.0,
Kmnist,122,Which_one,3,MLP,MAE_LOSS,0.30953449159860613,0.8485,0.6576,2906.0,7094.0,
Kmnist,123,Which_one,3,MLP,MAE_LOSS,0.3596025642007589,0.8488,0.6573,2906.0,7094.0,
Kmnist,124,Which_one,3,MLP,MAE_LOSS,0.34501502588391303,0.8489,0.6588,2906.0,7094.0,
Kmnist,125,Which_one,3,MLP,MAE_LOSS,0.3660890005528927,0.8496,0.6597,2906.0,7094.0,
Kmnist,126,Which_one,3,MLP,MAE_LOSS,0.3452546574175358,0.8491,0.6587,2906.0,7094.0,
Kmnist,127,Which_one,3,MLP,MAE_LOSS,0.33452026806771756,0.8494,0.6588,2906.0,7094.0,
Kmnist,128,Which_one,3,MLP,MAE_LOSS,0.3529184367507696,0.8497,0.6581,2906.0,7094.0,
Kmnist,129,Which_one,3,MLP,MAE_LOSS,0.36522565335035323,0.8497,0.6587,2906.0,7094.0,
Kmnist,130,Which_one,3,MLP,MAE_LOSS,0.36537123955786227,0.8502,0.6576,2906.0,7094.0,
Kmnist,131,Which_one,3,MLP,MAE_LOSS,0.33712164126336575,0.8495,0.6583,2906.0,7094.0,
Kmnist,132,Which_one,3,MLP,MAE_LOSS,0.3458803329616785,0.8499,0.6598,2906.0,7094.0,
Kmnist,133,Which_one,3,MLP,MAE_LOSS,0.3406471271067858,0.8501,0.6589,2906.0,7094.0,
Kmnist,134,Which_one,3,MLP,MAE_LOSS,0.3711696647107601,0.8493,0.6572,2906.0,7094.0,
Kmnist,135,Which_one,3,MLP,MAE_LOSS,0.3469203658401966,0.8499,0.6602,2906.0,7094.0,
Kmnist,136,Which_one,3,MLP,MAE_LOSS,0.35014944849535823,0.8501,0.66,2906.0,7094.0,
Kmnist,137,Which_one,3,MLP,MAE_LOSS,0.3660835921764374,0.8497,0.6586,2906.0,7094.0,
Kmnist,138,Which_one,3,MLP,MAE_LOSS,0.34660676717758176,0.8503,0.66,2906.0,7094.0,
Kmnist,139,Which_one,3,MLP,MAE_LOSS,0.3551339741796255,0.8504,0.6602,2906.0,7094.0,
Kmnist,140,Which_one,3,MLP,MAE_LOSS,0.34645463339984417,0.8501,0.6603,2906.0,7094.0,
Kmnist,141,Which_one,3,MLP,MAE_LOSS,0.34172621965408323,0.8503,0.6596,2906.0,7094.0,
Kmnist,142,Which_one,3,MLP,MAE_LOSS,0.34226860739290715,0.8507,0.6585,2906.0,7094.0,
Kmnist,143,Which_one,3,MLP,MAE_LOSS,0.3709758065640926,0.8507,0.6576,2906.0,7094.0,
Kmnist,144,Which_one,3,MLP,MAE_LOSS,0.3424411427229643,0.8507,0.6595,2906.0,7094.0,
Kmnist,145,Which_one,3,MLP,MAE_LOSS,0.33024592641741035,0.8441,0.6536,2906.0,7094.0,
Kmnist,146,Which_one,3,MLP,MAE_LOSS,0.39289229102432727,0.8404,0.6511,2906.0,7094.0,
Kmnist,147,Which_one,3,MLP,MAE_LOSS,0.37048103623092177,0.8428,0.6418,2906.0,7094.0,
Kmnist,148,Which_one,3,MLP,MAE_LOSS,0.38410396203398706,0.8517,0.6605,2906.0,7094.0,
Kmnist,149,Which_one,3,MLP,MAE_LOSS,0.354192865639925,0.855,0.6612,2906.0,7094.0,
Kmnist,150,Which_one,3,MLP,MAE_LOSS,0.3470543118193746,0.8555,0.6605,2906.0,7094.0,
Kmnist,151,Which_one,3,MLP,MAE_LOSS,0.35852876380085946,0.8574,0.6638,2906.0,7094.0,
Kmnist,152,Which_one,3,MLP,MAE_LOSS,0.3461273699998856,0.8575,0.6695,2906.0,7094.0,
Kmnist,153,Which_one,3,MLP,MAE_LOSS,0.32916609980165956,0.8581,0.6714,2906.0,7094.0,
Kmnist,154,Which_one,3,MLP,MAE_LOSS,0.35023921392858026,0.8588,0.6719,2906.0,7094.0,
Kmnist,155,Which_one,3,MLP,MAE_LOSS,0.33120632357895374,0.8571,0.6724,2906.0,7094.0,
Kmnist,156,Which_one,3,MLP,MAE_LOSS,0.34518357515335085,0.8586,0.6725,2906.0,7094.0,
Kmnist,157,Which_one,3,MLP,MAE_LOSS,0.33201260194182397,0.859,0.6732,2906.0,7094.0,
Kmnist,158,Which_one,3,MLP,MAE_LOSS,0.341022565215826,0.8588,0.6729,2906.0,7094.0,
Kmnist,159,Which_one,3,MLP,MAE_LOSS,0.3646087359637022,0.8585,0.6725,2906.0,7094.0,
Kmnist,160,Which_one,3,MLP,MAE_LOSS,0.311445252597332,0.8584,0.672,2906.0,7094.0,
Kmnist,161,Which_one,3,MLP,MAE_LOSS,0.3433586049824953,0.8585,0.672,2906.0,7094.0,
Kmnist,162,Which_one,3,MLP,MAE_LOSS,0.3520804211497307,0.8585,0.6714,2906.0,7094.0,
Kmnist,163,Which_one,3,MLP,MAE_LOSS,0.32452284507453444,0.8578,0.6708,2906.0,7094.0,
Kmnist,164,Which_one,3,MLP,MAE_LOSS,0.33128474801778796,0.8581,0.6704,2906.0,7094.0,
Kmnist,165,Which_one,3,MLP,MAE_LOSS,0.3477648843079805,0.8579,0.6704,2906.0,7094.0,
Kmnist,166,Which_one,3,MLP,MAE_LOSS,0.3306443627923727,0.8575,0.6723,2906.0,7094.0,
Kmnist,167,Which_one,3,MLP,MAE_LOSS,0.30191900208592415,0.8577,0.6701,2906.0,7094.0,
Kmnist,168,Which_one,3,MLP,MAE_LOSS,0.3259260544553399,0.8576,0.6711,2906.0,7094.0,
Kmnist,169,Which_one,3,MLP,MAE_LOSS,0.3412559930235147,0.8578,0.67,2906.0,7094.0,
Kmnist,170,Which_one,3,MLP,MAE_LOSS,0.32470381036400797,0.8583,0.6725,2906.0,7094.0,
Kmnist,171,Which_one,3,MLP,MAE_LOSS,0.30679432600736617,0.8582,0.6719,2906.0,7094.0,
Kmnist,172,Which_one,3,MLP,MAE_LOSS,0.33339418694376943,0.8568,0.6716,2906.0,7094.0,
Kmnist,173,Which_one,3,MLP,MAE_LOSS,0.33592324629426,0.8578,0.6702,2906.0,7094.0,
Kmnist,174,Which_one,3,MLP,MAE_LOSS,0.347181037068367,0.8585,0.6712,2906.0,7094.0,
Kmnist,175,Which_one,3,MLP,MAE_LOSS,0.34937376342713833,0.8596,0.6736,2906.0,7094.0,
Kmnist,176,Which_one,3,MLP,MAE_LOSS,0.33999851122498514,0.86,0.6765,2906.0,7094.0,
Kmnist,177,Which_one,3,MLP,MAE_LOSS,0.34982146359980104,0.8597,0.6772,2906.0,7094.0,
Kmnist,178,Which_one,3,MLP,MAE_LOSS,0.31097896993160246,0.8596,0.6739,2906.0,7094.0,
Kmnist,179,Which_one,3,MLP,MAE_LOSS,0.32378408331423997,0.8601,0.6784,2906.0,7094.0,
Kmnist,180,Which_one,3,MLP,MAE_LOSS,0.33029683604836463,0.8597,0.679,2906.0,7094.0,
Kmnist,181,Which_one,3,MLP,MAE_LOSS,0.33064540326595304,0.8636,0.685,2906.0,7094.0,
Kmnist,182,Which_one,3,MLP,MAE_LOSS,0.34861773923039435,0.862,0.6858,2906.0,7094.0,
Kmnist,183,Which_one,3,MLP,MAE_LOSS,0.3292655054479837,0.862,0.6856,2906.0,7094.0,
Kmnist,184,Which_one,3,MLP,MAE_LOSS,0.3231488972902298,0.8621,0.6879,2906.0,7094.0,
Kmnist,185,Which_one,3,MLP,MAE_LOSS,0.3313451413065195,0.8618,0.686,2906.0,7094.0,
Kmnist,186,Which_one,3,MLP,MAE_LOSS,0.30509243384003637,0.8625,0.6851,2906.0,7094.0,
Kmnist,187,Which_one,3,MLP,MAE_LOSS,0.3289998032152653,0.8622,0.687,2906.0,7094.0,
Kmnist,188,Which_one,3,MLP,MAE_LOSS,0.35360251888632777,0.8629,0.6865,2906.0,7094.0,
Kmnist,189,Which_one,3,MLP,MAE_LOSS,0.3116867333650589,0.8613,0.687,2906.0,7094.0,
Kmnist,190,Which_one,3,MLP,MAE_LOSS,0.31052082031965256,0.8621,0.6884,2906.0,7094.0,
Kmnist,191,Which_one,3,MLP,MAE_LOSS,0.3381194263696671,0.862,0.6861,2906.0,7094.0,
Kmnist,192,Which_one,3,MLP,MAE_LOSS,0.29818292073905467,0.8621,0.6877,2906.0,7094.0,
Kmnist,193,Which_one,3,MLP,MAE_LOSS,0.342694004252553,0.8618,0.6844,2906.0,7094.0,
Kmnist,194,Which_one,3,MLP,MAE_LOSS,0.31095902621746063,0.8638,0.6847,2906.0,7094.0,
Kmnist,195,Which_one,3,MLP,MAE_LOSS,0.3512620970606804,0.8651,0.6882,2906.0,7094.0,
Kmnist,196,Which_one,3,MLP,MAE_LOSS,0.3448093727231026,0.8629,0.6843,2906.0,7094.0,
Kmnist,197,Which_one,3,MLP,MAE_LOSS,0.3156247777864337,0.8634,0.6841,2906.0,7094.0,
Kmnist,198,Which_one,3,MLP,MAE_LOSS,0.32746359463781116,0.8631,0.6876,2906.0,7094.0,
Kmnist,199,Which_one,3,MLP,MAE_LOSS,0.3221207819879055,0.8633,0.6881,2906.0,7094.0,
Kmnist,200,Which_one,3,MLP,MAE_LOSS,0.32829235680401325,0.8633,0.6861,2906.0,7094.0,
Kmnist,201,Which_one,3,MLP,MAE_LOSS,0.33691126108169556,0.8639,0.6828,2906.0,7094.0,
Kmnist,202,Which_one,3,MLP,MAE_LOSS,0.32424164563417435,0.8638,0.6819,2906.0,7094.0,
Kmnist,203,Which_one,3,MLP,MAE_LOSS,0.3351917952299118,0.8641,0.6843,2906.0,7094.0,
Kmnist,204,Which_one,3,MLP,MAE_LOSS,0.33263599723577497,0.8647,0.6841,2906.0,7094.0,
